slide17_original_400ms__20180509005623,A1,Block,Column,Row,ID,Name,Type,Exp_Vert:Horiz,Act_Vert:Horiz,Spot_Measure,Bkg_Measure,Exp_Result,Act_Result,Difference,Diameter,Diam_Flag,Bkg_SD,Spot_SD
slide17_original_400ms__20180509005623,A1,1,17,1,PBST,,blank,249:755,248:754,1861,1711,0,150,NaN,200,OK,948,156.440165
slide17_original_400ms__20180509005623,A1,1,18,1,FIDUCIALS,,fiducial,249:786,246:785,18684,1822,0,16862,NaN,200,OK,261,5487.573477
slide17_original_400ms__20180509005623,A1,1,1,2,PBST,,Analyte,281:245,280:244,1619,1825,0,-206,NaN,200,OK,1576,249.150113
slide17_original_400ms__20180509005623,A1,1,2,2,IgG Mix 1,,Analyte,281:276,281:277,18645,1996,0,16649,NaN,200,OK,2283,4926.595179
slide17_original_400ms__20180509005623,A1,1,3,2,IgG Mix 0.3,,Analyte,281:308,281:309,12447,1933,0,10514,NaN,200,OK,2539,5429.261894
slide17_original_400ms__20180509005623,A1,1,4,2,PBST,,Analyte,281:340,282:340,2674,1985,0,689,NaN,200,OK,4642,449.909074
slide17_original_400ms__20180509005623,A1,1,5,2,Hu IgA 0.3,,Analyte,281:372,281:372,16596,1838,0,14758,NaN,200,OK,430,5508.095245
slide17_original_400ms__20180509005623,A1,1,6,2,Hu IgA 0.1,,Analyte,281:404,281:404,6452,1941,0,4511,NaN,200,OK,1525,4954.562873
slide17_original_400ms__20180509005623,A1,1,7,2,PBST,,Analyte,281:436,280:435,1795,1797,0,-2,NaN,200,OK,509,117.480125
slide17_original_400ms__20180509005623,A1,1,8,2,Hu IgM 0.3,,Analyte,281:468,280:468,10086,1787,0,8299,NaN,200,OK,778,5764.547922
slide17_original_400ms__20180509005623,A1,1,9,2,Hu IgM 0.1,,Analyte,281:500,281:500,6724,1929,0,4795,NaN,200,OK,1217,4236.852672
slide17_original_400ms__20180509005623,A1,1,10,2,PBST,,Analyte,281:531,280:532,2725,2129,0,596,NaN,200,OK,1011,387.012073
slide17_original_400ms__20180509005623,A1,1,11,2,PBST,,Analyte,281:563,280:562,2117,2134,0,-17,NaN,200,OK,3736,252.787484
slide17_original_400ms__20180509005623,A1,1,12,2,NoDNA,,Analyte,281:595,280:595,7602,2070,0,5532,NaN,200,OK,584,2498.25439
slide17_original_400ms__20180509005623,A1,1,13,2,NoDNA,,Analyte,281:627,280:628,9240,2349,0,6891,NaN,200,OK,1131,2777.780432
slide17_original_400ms__20180509005623,A1,1,14,2,NoDNA,,Analyte,281:659,280:659,9570,2311,0,7259,NaN,200,OK,1132,2199.764131
slide17_original_400ms__20180509005623,A1,1,15,2,NoDNA,,Analyte,281:691,280:691,8886,1994,0,6892,NaN,200,OK,1250,2682.582369
slide17_original_400ms__20180509005623,A1,1,16,2,NoDNA,,Analyte,281:723,279:723,11099,2270,0,8829,NaN,200,OK,699,2877.985879
slide17_original_400ms__20180509005623,A1,1,17,2,NoDNA,,Analyte,281:755,280:755,9022,2264,0,6758,NaN,200,OK,1985,2443.281729
slide17_original_400ms__20180509005623,A1,1,18,2,NoDNA,,Analyte,281:786,279:785,9352,2217,0,7135,NaN,200,OK,1445,3366.183269
slide17_original_400ms__20180509005623,A1,1,1,3,PF10_0138-s1,,Analyte,313:245,314:245,21008,2135,0,18873,NaN,200,OK,2699,3877.795351
slide17_original_400ms__20180509005623,A1,1,2,3,PFB0915w-e2s1,,Analyte,313:276,313:277,29427,3875,0,25552,NaN,200,OK,3710,7812.388274
slide17_original_400ms__20180509005623,A1,1,3,3,PFB0310c-e1,,Analyte,313:308,313:308,24727,4193,0,20534,NaN,200,OK,6154,4135.970815
slide17_original_400ms__20180509005623,A1,1,4,3,PF10_0019.1o1,,Analyte,313:340,312:339,23161,5019,0,18142,NaN,200,OK,5755,1994.815389
slide17_original_400ms__20180509005623,A1,1,5,3,PF11_0395e1s4,,Analyte,313:372,313:373,13048,2763,0,10285,NaN,200,OK,5014,4315.902129
slide17_original_400ms__20180509005623,A1,1,6,3,PF14_0114.1o1,,Analyte,313:404,313:405,18044,2253,0,15791,NaN,200,OK,1148,3882.831959
slide17_original_400ms__20180509005623,A1,1,7,3,PFL1745ce2s1,,Analyte,313:436,313:436,12005,2233,0,9772,NaN,200,OK,2518,3736.097727
slide17_original_400ms__20180509005623,A1,1,8,3,PFL0440ce1s1,,Analyte,313:468,312:469,18571,2397,0,16174,NaN,200,OK,1401,3145.446081
slide17_original_400ms__20180509005623,A1,1,9,3,PFI0170we1s1,,Analyte,313:500,313:500,19139,2607,0,16532,NaN,200,OK,2954,3246.31389
slide17_original_400ms__20180509005623,A1,1,10,3,PF13_0350,,Analyte,313:531,313:532,13736,2874,0,10862,NaN,200,OK,4402,4156.651829
slide17_original_400ms__20180509005623,A1,1,11,3,PFI1735c(PFE1590w),,Analyte,313:563,312:563,29179,4289,0,24890,NaN,200,OK,2730,5000.002548
slide17_original_400ms__20180509005623,A1,1,12,3,PFL0185c-e3,,Analyte,313:595,312:597,15009,3117,0,11892,NaN,200,OK,4578,4004.324036
slide17_original_400ms__20180509005623,A1,1,13,3,PF14_0316e1s1,,Analyte,313:627,313:628,18792,3094,0,15698,NaN,200,OK,2351,2943.439899
slide17_original_400ms__20180509005623,A1,1,14,3,PFL0555ce1s1,,Analyte,313:659,312:659,18088,2692,0,15396,NaN,200,OK,2731,3689.948821
slide17_original_400ms__20180509005623,A1,1,15,3,MAL8P1.4.2o2,,Analyte,313:691,312:690,1958,2205,0,-247,NaN,200,OK,2637,145.367655
slide17_original_400ms__20180509005623,A1,1,16,3,PFI0580c-e2,,Analyte,313:723,312:723,9957,2405,0,7552,NaN,200,OK,1427,3074.04153
slide17_original_400ms__20180509005623,A1,1,17,3,PF11_0342e1s2,,Analyte,313:755,312:756,19370,2923,0,16447,NaN,200,OK,3537,1920.295632
slide17_original_400ms__20180509005623,A1,1,18,3,PF14_0736-e2,,Analyte,313:786,312:787,17891,2747,0,15144,NaN,200,OK,4850,3676.534333
slide17_original_400ms__20180509005623,A1,1,1,4,PFE0055ce4s1,,Analyte,345:245,346:246,18155,2182,0,15973,NaN,200,OK,2042,2968.283723
slide17_original_400ms__20180509005623,A1,1,2,4,MAL7P1.203_3o8,,Analyte,345:276,345:277,9236,3156,0,6080,NaN,200,OK,4361,3077.457581
slide17_original_400ms__20180509005623,A1,1,3,4,PF10_0281.1o1,,Analyte,345:308,345:310,19248,3295,0,15953,NaN,200,OK,3723,3134.01541
slide17_original_400ms__20180509005623,A1,1,4,4,PFI1015w.1o1,,Analyte,345:340,345:341,16666,3554,0,13112,NaN,200,OK,5390,3780.13676
slide17_original_400ms__20180509005623,A1,1,5,4,PF10_0356-e2s1,,Analyte,345:372,345:373,19084,3098,0,15986,NaN,200,OK,1736,2049.173133
slide17_original_400ms__20180509005623,A1,1,6,4,PF14_0170e1s4,,Analyte,345:404,345:405,11313,3266,0,8047,NaN,200,OK,4345,4467.173521
slide17_original_400ms__20180509005623,A1,1,7,4,PF11_0240e2s2,,Analyte,345:436,346:437,13763,2905,0,10858,NaN,200,OK,2777,3122.457153
slide17_original_400ms__20180509005623,A1,1,8,4,PFB0250w.1o1,,Analyte,345:468,345:469,11996,2984,0,9012,NaN,200,OK,2344,3888.968952
slide17_original_400ms__20180509005623,A1,1,9,4,PFL0470we1s1,,Analyte,345:500,344:500,19925,3749,0,16176,NaN,200,OK,3923,2982.426225
slide17_original_400ms__20180509005623,A1,1,10,4,MAL13P1.234-e1s3,,Analyte,345:531,344:531,19614,4169,0,15445,NaN,200,OK,3947,2783.381692
slide17_original_400ms__20180509005623,A1,1,11,4,MAL13P1.234-e1s4,,Analyte,345:563,345:563,20277,4647,0,15630,NaN,200,OK,4353,1672.619762
slide17_original_400ms__20180509005623,A1,1,12,4,PF11_0404e2s3,,Analyte,345:595,344:596,16459,3481,0,12978,NaN,200,OK,3569,3948.780531
slide17_original_400ms__20180509005623,A1,1,13,4,PFC0440ce1s3,,Analyte,345:627,344:628,18675,3318,0,15357,NaN,200,OK,2361,2141.768872
slide17_original_400ms__20180509005623,A1,1,14,4,PFC0130ce1s1,,Analyte,345:659,343:660,18944,3624,0,15320,NaN,200,OK,2584,2282.312859
slide17_original_400ms__20180509005623,A1,1,15,4,PF14_0620-e1,,Analyte,345:691,343:692,11232,2553,0,8679,NaN,200,OK,3200,4133.290182
slide17_original_400ms__20180509005623,A1,1,16,4,PF07_0016-s1,,Analyte,345:723,344:724,12369,3178,0,9191,NaN,200,OK,3138,2632.055152
slide17_original_400ms__20180509005623,A1,1,17,4,PF08_0137e2s2,,Analyte,345:755,344:755,19813,5186,0,14627,NaN,200,OK,3596,1195.072687
slide17_original_400ms__20180509005623,A1,1,18,4,MAL7P1.176-s2,,Analyte,345:786,344:786,27637,4563,0,23074,NaN,200,OK,4201,4149.163702
slide17_original_400ms__20180509005623,A1,1,1,5,PF10_0079-s3,,Analyte,376:245,378:246,16195,1992,0,14203,NaN,200,OK,1790,4220.748219
slide17_original_400ms__20180509005623,A1,1,2,5,PF14_0344(PF10_0224e1s3),,Analyte,376:276,377:277,18810,2606,0,16204,NaN,200,OK,2121,4403.342235
slide17_original_400ms__20180509005623,A1,1,3,5,PF11_0302e1s1,,Analyte,376:308,377:310,17094,2553,0,14541,NaN,200,OK,2716,3527.813239
slide17_original_400ms__20180509005623,A1,1,4,5,PF08_0012e1s3,,Analyte,376:340,377:342,11947,2874,0,9073,NaN,200,OK,2468,3301.103262
slide17_original_400ms__20180509005623,A1,1,5,5,PFI0550w-e1s2,,Analyte,376:372,377:373,19529,3611,0,15918,NaN,200,OK,3593,2625.114376
slide17_original_400ms__20180509005623,A1,1,6,5,PF08_0034,,Analyte,376:404,376:404,25059,4354,0,20705,NaN,200,OK,3335,3519.20776
slide17_original_400ms__20180509005623,A1,1,7,5,PFA0410w-s3,,Analyte,376:436,376:436,19763,4936,0,14827,NaN,200,OK,5306,2600.425052
slide17_original_400ms__20180509005623,A1,1,8,5,PF11_0513.2o2,,Analyte,376:468,377:469,18316,4746,0,13570,NaN,200,OK,5325,2598.855775
slide17_original_400ms__20180509005623,A1,1,9,5,PF10_0138(PF10_0356e2s2),,Analyte,376:500,375:499,25318,5860,0,19458,NaN,200,OK,4230,3085.430522
slide17_original_400ms__20180509005623,A1,1,10,5,PF14_0463(PFC0425we1s3),,Analyte,376:531,377:532,18529,3878,0,14651,NaN,200,OK,5708,2462.486978
slide17_original_400ms__20180509005623,A1,1,11,5,PF14_0633e1s1,,Analyte,376:563,376:565,17550,3287,0,14263,NaN,200,OK,3740,3442.001758
slide17_original_400ms__20180509005623,A1,1,12,5,PF14_0465.1o1,,Analyte,376:595,376:596,18260,3055,0,15205,NaN,200,OK,2027,3358.251755
slide17_original_400ms__20180509005623,A1,1,13,5,PF11_0245-e1,,Analyte,376:627,376:628,17086,3042,0,14044,NaN,200,OK,2655,3731.027455
slide17_original_400ms__20180509005623,A1,1,14,5,MAL8P1.139-e2s3,,Analyte,376:659,375:661,11299,3210,0,8089,NaN,200,OK,2559,3601.921264
slide17_original_400ms__20180509005623,A1,1,15,5,PFE0570w-s3,,Analyte,376:691,376:692,18456,2815,0,15641,NaN,200,OK,1823,3205.925041
slide17_original_400ms__20180509005623,A1,1,16,5,PF10_0356-e1,,Analyte,376:723,375:723,17288,3259,0,14029,NaN,200,OK,2777,4271.66114
slide17_original_400ms__20180509005623,A1,1,17,5,PFL1925we1s1,,Analyte,376:755,375:755,18198,3705,0,14493,NaN,200,OK,3463,3071.885855
slide17_original_400ms__20180509005623,A1,1,18,5,PFI0425w.1o2,,Analyte,376:786,375:787,12169,3334,0,8835,NaN,200,OK,4769,3904.78599
slide17_original_400ms__20180509005623,A1,1,1,6,PF11_0008(PF07_0053e1s1),,Analyte,408:245,410:246,8809,2478,0,6331,NaN,200,OK,6357,2733.101497
slide17_original_400ms__20180509005623,A1,1,2,6,PFD0115c.2o2,,Analyte,408:276,409:277,20309,2999,0,17310,NaN,200,OK,2521,3059.482045
slide17_original_400ms__20180509005623,A1,1,3,6,PFD0710w.1o1,,Analyte,408:308,409:310,12374,2490,0,9884,NaN,200,OK,3106,4473.056437
slide17_original_400ms__20180509005623,A1,1,4,6,PFD1145c.2o2,,Analyte,408:340,409:341,10259,2645,0,7614,NaN,200,OK,1610,3374.118856
slide17_original_400ms__20180509005623,A1,1,5,6,PFL0590ce1s1,,Analyte,408:372,409:373,19134,3121,0,16013,NaN,200,OK,3266,3328.769535
slide17_original_400ms__20180509005623,A1,1,6,6,PFC0120we1s1,,Analyte,408:404,409:406,13474,3726,0,9748,NaN,200,OK,5183,3873.41344
slide17_original_400ms__20180509005623,A1,1,7,6,PF14_0016.1o1,,Analyte,408:436,408:436,23312,5191,0,18121,NaN,200,OK,3837,2975.108697
slide17_original_400ms__20180509005623,A1,1,8,6,PFB0345c_2o4,,Analyte,408:468,407:468,30197,6055,0,24142,NaN,200,OK,4668,7000.424474
slide17_original_400ms__20180509005623,A1,1,9,6,PF11_0240e2s5,,Analyte,408:500,408:501,19063,5438,0,13625,NaN,200,OK,6366,3017.733052
slide17_original_400ms__20180509005623,A1,1,10,6,PF10_0124-e1s2,,Analyte,408:531,409:533,16377,3616,0,12761,NaN,200,OK,3330,3649.469464
slide17_original_400ms__20180509005623,A1,1,11,6,PFL0795ce1s1,,Analyte,408:563,408:564,13923,3536,0,10387,NaN,200,OK,4941,4317.63254
slide17_original_400ms__20180509005623,A1,1,12,6,PF08_0107e2s1,,Analyte,408:595,408:597,18162,3303,0,14859,NaN,200,OK,2734,3264.998942
slide17_original_400ms__20180509005623,A1,1,13,6,PF07_0057.1o1,,Analyte,408:627,408:629,14297,3412,0,10885,NaN,200,OK,3406,4113.00812
slide17_original_400ms__20180509005623,A1,1,14,6,PF14_0326e2s4,,Analyte,408:659,407:660,17954,3330,0,14624,NaN,200,OK,1586,2615.198605
slide17_original_400ms__20180509005623,A1,1,15,6,MAL13P1.323e1s1,,Analyte,408:691,407:692,18655,3565,0,15090,NaN,200,OK,2555,2721.239635
slide17_original_400ms__20180509005623,A1,1,16,6,MAL7P1.176-s2,,Analyte,408:723,407:725,16880,4045,0,12835,NaN,200,OK,4984,3110.290767
slide17_original_400ms__20180509005623,A1,1,17,6,PF11_0344,,Analyte,408:755,407:755,20652,4306,0,16346,NaN,200,OK,3088,2712.837996
slide17_original_400ms__20180509005623,A1,1,18,6,PF08_0141e2s1,,Analyte,408:786,407:787,19350,2935,0,16415,NaN,200,OK,3767,2927.576336
slide17_original_400ms__20180509005623,A1,1,1,7,PFI1735ce2s1,,Analyte,440:245,439:245,26944,4014,0,22930,NaN,200,OK,3031,4527.485308
slide17_original_400ms__20180509005623,A1,1,2,7,PF11_0506-s6,,Analyte,440:276,440:278,19152,3886,0,15266,NaN,200,OK,5523,3290.528652
slide17_original_400ms__20180509005623,A1,1,3,7,PF14_0326e2s5,,Analyte,440:308,441:310,13491,2738,0,10753,NaN,200,OK,3101,4020.90954
slide17_original_400ms__20180509005623,A1,1,4,7,PF14_0031e4s2,,Analyte,440:340,441:341,19182,3388,0,15794,NaN,200,OK,2314,3088.557319
slide17_original_400ms__20180509005623,A1,1,5,7,PF10_0224(PF14_0201-e2),,Analyte,440:372,440:372,22730,4180,0,18550,NaN,200,OK,4361,3672.660354
slide17_original_400ms__20180509005623,A1,1,6,7,PFI1425w-e2,,Analyte,440:404,441:406,15126,3051,0,12075,NaN,200,OK,3543,3957.930153
slide17_original_400ms__20180509005623,A1,1,7,7,PFE1355ce2s1,,Analyte,440:436,440:437,19392,4106,0,15286,NaN,200,OK,4241,2491.11986
slide17_original_400ms__20180509005623,A1,1,8,7,PF14_0495-s1,,Analyte,440:468,440:469,19129,5355,0,13774,NaN,200,OK,4896,2930.263198
slide17_original_400ms__20180509005623,A1,1,9,7,PF14_0102e1s1,,Analyte,440:500,439:500,26079,6076,0,20003,NaN,200,OK,4122,4936.865696
slide17_original_400ms__20180509005623,A1,1,10,7,PF10_0211e1s2,,Analyte,440:531,440:532,19967,5462,0,14505,NaN,200,OK,5686,2765.379389
slide17_original_400ms__20180509005623,A1,1,11,7,PFB0340ce2s1,,Analyte,440:563,439:563,30393,7510,0,22883,NaN,200,OK,4949,5427.032963
slide17_original_400ms__20180509005623,A1,1,12,7,MAL13P1.174.1o1,,Analyte,440:595,439:595,21624,5723,0,15901,NaN,200,OK,6759,3441.920227
slide17_original_400ms__20180509005623,A1,1,13,7,PF10_0352.1o1,,Analyte,440:627,439:627,24821,5305,0,19516,NaN,200,OK,5038,4488.207842
slide17_original_400ms__20180509005623,A1,1,14,7,PFI0305c.1o1,,Analyte,440:659,440:661,17922,3942,0,13980,NaN,200,OK,4204,2789.541847
slide17_original_400ms__20180509005623,A1,1,15,7,PF11_0037e2s1,,Analyte,440:691,440:693,17606,4359,0,13247,NaN,200,OK,5586,3160.467536
slide17_original_400ms__20180509005623,A1,1,16,7,PF11_0506-s1,,Analyte,440:723,439:722,24301,9206,0,15095,NaN,200,OK,5184,1691.650068
slide17_original_400ms__20180509005623,A1,1,17,7,PF10_0224e1s4,,Analyte,440:755,439:755,21388,4433,0,16955,NaN,200,OK,6614,2328.17903
slide17_original_400ms__20180509005623,A1,1,18,7,PF11_0226-s3,,Analyte,440:786,439:788,12432,3017,0,9415,NaN,200,OK,3995,3937.455296
slide17_original_400ms__20180509005623,A1,1,1,8,PF10_0075e1s2,,Analyte,472:245,472:245,20371,4124,0,16247,NaN,200,OK,5337,2809.197935
slide17_original_400ms__20180509005623,A1,1,2,8,PF10_0161a(PFL0275we1s2),,Analyte,472:276,472:278,17899,3582,0,14317,NaN,200,OK,5133,3877.326468
slide17_original_400ms__20180509005623,A1,1,3,8,MAL13P1.114e3s1,,Analyte,472:308,472:311,16693,2809,0,13884,NaN,200,OK,2109,4232.817276
slide17_original_400ms__20180509005623,A1,1,4,8,PFL1880we1s1,,Analyte,472:340,472:342,14915,3662,0,11253,NaN,200,OK,3919,3868.15772
slide17_original_400ms__20180509005623,A1,1,5,8,PFD0380c(PFL1385ce1s1),,Analyte,472:372,472:373,19294,3865,0,15429,NaN,200,OK,3722,2272.055246
slide17_original_400ms__20180509005623,A1,1,6,8,MAL8P1.23-s1,,Analyte,472:404,472:406,12616,3168,0,9448,NaN,200,OK,3002,4374.35278
slide17_original_400ms__20180509005623,A1,1,7,8,PF14_0461-s1,,Analyte,472:436,473:438,16910,3590,0,13320,NaN,200,OK,2109,3102.64875
slide17_original_400ms__20180509005623,A1,1,8,8,PFA0535ce1s2,,Analyte,472:468,472:470,18364,4107,0,14257,NaN,200,OK,4214,2716.127283
slide17_original_400ms__20180509005623,A1,1,9,8,PFD1037w,,Analyte,472:500,471:500,24211,6301,0,17910,NaN,200,OK,4556,3115.979357
slide17_original_400ms__20180509005623,A1,1,10,8,PF07_0020-e1s2,,Analyte,472:531,471:533,18141,4943,0,13198,NaN,200,OK,5157,2655.191849
slide17_original_400ms__20180509005623,A1,1,11,8,PF14_0699e2s1,,Analyte,472:563,471:565,12804,5110,0,7694,NaN,200,OK,5824,2845.624541
slide17_original_400ms__20180509005623,A1,1,12,8,PF07_0048e2s1,,Analyte,472:595,472:597,17834,5478,0,12356,NaN,200,OK,4526,2554.774249
slide17_original_400ms__20180509005623,A1,1,13,8,PFI1475w-s2,,Analyte,472:627,471:627,28281,7675,0,20606,NaN,200,OK,4173,4098.222551
slide17_original_400ms__20180509005623,A1,1,14,8,PF14_0649-e2s1,,Analyte,472:659,471:659,19311,5537,0,13774,NaN,200,OK,5757,2559.273017
slide17_original_400ms__20180509005623,A1,1,15,8,PF10_0166.1o1,,Analyte,472:691,471:691,19381,4405,0,14976,NaN,200,OK,3604,2879.824735
slide17_original_400ms__20180509005623,A1,1,16,8,PFL0745c.1o1,,Analyte,472:723,471:725,16464,4738,0,11726,NaN,200,OK,6298,3010.638003
slide17_original_400ms__20180509005623,A1,1,17,8,PF10_0024.2o2,,Analyte,472:755,471:756,12347,3934,0,8413,NaN,200,OK,3451,3225.435625
slide17_original_400ms__20180509005623,A1,1,18,8,PFL1610c_1o4,,Analyte,472:786,472:788,17270,3120,0,14150,NaN,200,OK,1657,2854.884363
slide17_original_400ms__20180509005623,A1,1,1,9,MAL13P1.176e1s1,,Analyte,504:245,504:246,21303,3475,0,17828,NaN,200,OK,4542,3205.746467
slide17_original_400ms__20180509005623,A1,1,2,9,PFI0460w,,Analyte,504:276,504:278,18502,3394,0,15108,NaN,200,OK,4916,3770.735076
slide17_original_400ms__20180509005623,A1,1,3,9,MAL7P1.224.2o2,,Analyte,504:308,504:310,12674,2808,0,9866,NaN,200,OK,2650,4046.020976
slide17_original_400ms__20180509005623,A1,1,4,9,PFL2120we1s2,,Analyte,504:340,504:342,14950,3585,0,11365,NaN,200,OK,2494,3862.365044
slide17_original_400ms__20180509005623,A1,1,5,9,PFI0105c_2o3,,Analyte,504:372,504:374,16232,3372,0,12860,NaN,200,OK,3665,3680.831928
slide17_original_400ms__20180509005623,A1,1,6,9,PF10_0092-e3,,Analyte,504:404,505:406,10691,3073,0,7618,NaN,200,OK,2359,3517.94877
slide17_original_400ms__20180509005623,A1,1,7,9,PF10_0161e1s1,,Analyte,504:436,504:438,11110,3430,0,7680,NaN,200,OK,1926,2335.6985
slide17_original_400ms__20180509005623,A1,1,8,9,PFC0910w.1o1,,Analyte,504:468,504:470,13742,3833,0,9909,NaN,200,OK,3054,3780.08326
slide17_original_400ms__20180509005623,A1,1,9,9,PF07_0004e2s1,,Analyte,504:500,503:502,17706,3890,0,13816,NaN,200,OK,4782,3708.198968
slide17_original_400ms__20180509005623,A1,1,10,9,PF10_0041e1s2,,Analyte,504:531,503:533,18412,4218,0,14194,NaN,200,OK,2796,3221.181998
slide17_original_400ms__20180509005623,A1,1,11,9,PFD0995ce2s1,,Analyte,504:563,504:565,18978,4282,0,14696,NaN,200,OK,4227,2604.055283
slide17_original_400ms__20180509005623,A1,1,12,9,PFD1120c.1o1,,Analyte,504:595,503:597,19320,4334,0,14986,NaN,200,OK,2833,2475.671588
slide17_original_400ms__20180509005623,A1,1,13,9,PF08_0034e1s1,,Analyte,504:627,503:628,18873,5588,0,13285,NaN,200,OK,5352,2623.108771
slide17_original_400ms__20180509005623,A1,1,14,9,PF10_0214-e2,,Analyte,504:659,504:660,18899,5220,0,13679,NaN,200,OK,5424,2193.392779
slide17_original_400ms__20180509005623,A1,1,15,9,PF14_0444(PF14_0445.1o2),,Analyte,504:691,504:693,13765,4657,0,9108,NaN,200,OK,4018,2979.613667
slide17_original_400ms__20180509005623,A1,1,16,9,PFB1045w,,Analyte,504:723,503:724,19086,4274,0,14812,NaN,200,OK,2750,1958.472014
slide17_original_400ms__20180509005623,A1,1,17,9,MAL13P1.250.2o2,,Analyte,504:755,502:757,16926,4195,0,12731,NaN,200,OK,4996,3210.546889
slide17_original_400ms__20180509005623,A1,1,18,9,PFI0580c.2o2,,Analyte,504:786,502:788,11933,3266,0,8667,NaN,200,OK,3080,3226.797962
slide17_original_400ms__20180509005623,A1,1,1,10,PFD0595w.1o1,,Analyte,536:245,537:247,9502,3830,0,5672,NaN,200,OK,6039,1820.452844
slide17_original_400ms__20180509005623,A1,1,2,10,PF08_0024.1o1,,Analyte,536:276,537:278,18917,3805,0,15112,NaN,200,OK,2170,2664.806632
slide17_original_400ms__20180509005623,A1,1,3,10,PF07_0026.1o1,,Analyte,536:308,536:310,17122,3657,0,13465,NaN,200,OK,3925,4113.560945
slide17_original_400ms__20180509005623,A1,1,4,10,PF08_0054,,Analyte,536:340,536:341,19932,4508,0,15424,NaN,200,OK,2795,2711.503565
slide17_original_400ms__20180509005623,A1,1,5,10,PF14_0456e2s2,,Analyte,536:372,537:374,16309,4480,0,11829,NaN,200,OK,5914,3536.349419
slide17_original_400ms__20180509005623,A1,1,6,10,PFA0510we1s3,,Analyte,536:404,536:406,18976,3769,0,15207,NaN,200,OK,2321,2477.21424
slide17_original_400ms__20180509005623,A1,1,7,10,PFD1180w.2o2,,Analyte,536:436,536:438,11236,3979,0,7257,NaN,200,OK,3203,2461.280782
slide17_original_400ms__20180509005623,A1,1,8,10,MAL13P1.234-e1s1,,Analyte,536:468,536:469,20051,4118,0,15933,NaN,200,OK,1725,2242.609381
slide17_original_400ms__20180509005623,A1,1,9,10,PFF0610c.1o1,,Analyte,536:500,535:501,16675,3481,0,13194,NaN,200,OK,3903,4217.543384
slide17_original_400ms__20180509005623,A1,1,10,10,PF14_0179-s3,,Analyte,536:531,536:533,18165,5156,0,13009,NaN,200,OK,4519,3058.115906
slide17_original_400ms__20180509005623,A1,1,11,10,PFI1475w-s1,,Analyte,536:563,535:563,26905,6698,0,20207,NaN,200,OK,4323,4469.63595
slide17_original_400ms__20180509005623,A1,1,12,10,PFD0225w-s5,,Analyte,536:595,535:597,18898,5695,0,13203,NaN,200,OK,5420,2759.429857
slide17_original_400ms__20180509005623,A1,1,13,10,PF11_0268_1o4,,Analyte,536:627,535:627,20297,8441,0,11856,NaN,200,OK,5144,1849.474178
slide17_original_400ms__20180509005623,A1,1,14,10,PF10_0025.2o2,,Analyte,536:659,535:658,25901,10342,0,15559,NaN,200,OK,5151,3146.30753
