slide17_original_20ms__20180509012535,A1,Block,Column,Row,ID,Name,Type,Exp_Vert:Horiz,Act_Vert:Horiz,Spot_Measure,Bkg_Measure,Exp_Result,Act_Result,Difference,Diameter,Diam_Flag,Bkg_SD,Spot_SD
slide17_original_20ms__20180509012535,A1,1,4,2,PBST,,Analyte,283:341,282:336,18,15,0,3,NaN,200,,159,25.941202
slide17_original_20ms__20180509012535,A1,1,5,2,Hu IgA 0.3,,Analyte,283:373,285:372,997,9,0,988,NaN,200,OK,26,1033.951768
slide17_original_20ms__20180509012535,A1,1,6,2,Hu IgA 0.1,,Analyte,283:404,286:405,262,14,0,248,NaN,200,OK,62,319.326867
slide17_original_20ms__20180509012535,A1,1,7,2,PBST,,Analyte,283:436,279:432,5,6,0,-1,NaN,200,,52,8.225031
slide17_original_20ms__20180509012535,A1,1,8,2,Hu IgM 0.3,,Analyte,283:468,284:467,408,11,0,397,NaN,200,OK,49,488.576149
slide17_original_20ms__20180509012535,A1,1,9,2,Hu IgM 0.1,,Analyte,283:499,286:499,230,15,0,215,NaN,200,OK,147,266.711344
slide17_original_20ms__20180509012535,A1,1,10,2,PBST,,Analyte,283:531,286:530,25,13,0,12,NaN,200,,57,24.678654
slide17_original_20ms__20180509012535,A1,1,11,2,PBST,,Analyte,283:562,277:568,11,14,0,-3,NaN,200,,66,14.122233
slide17_original_20ms__20180509012535,A1,1,12,2,NoDNA,,Analyte,283:594,285:594,284,13,0,271,NaN,200,OK,48,146.038592
slide17_original_20ms__20180509012535,A1,1,13,2,NoDNA,,Analyte,283:626,285:627,404,23,0,381,NaN,200,,63,134.371628
slide17_original_20ms__20180509012535,A1,1,14,2,NoDNA,,Analyte,283:657,284:658,362,16,0,346,NaN,200,OK,66,148.625023
slide17_original_20ms__20180509012535,A1,1,15,2,NoDNA,,Analyte,283:689,285:690,341,14,0,327,NaN,200,OK,50,179.546206
slide17_original_20ms__20180509012535,A1,1,16,2,NoDNA,,Analyte,283:721,283:722,460,16,0,444,NaN,200,OK,30,150.885749
slide17_original_20ms__20180509012535,A1,1,17,2,NoDNA,,Analyte,283:752,285:755,331,21,0,310,NaN,200,OK,172,160.132877
slide17_original_20ms__20180509012535,A1,1,18,2,NoDNA,,Analyte,283:784,283:786,382,17,0,365,NaN,200,OK,51,208.745584
slide17_original_20ms__20180509012535,A1,1,1,3,PF10_0138-s1,,Analyte,315:246,318:245,3624,24,0,3600,NaN,200,OK,369,1872.270618
slide17_original_20ms__20180509012535,A1,1,2,3,PFB0915w-e2s1,,Analyte,315:278,317:276,10619,79,0,10540,NaN,200,OK,371,5682.044809
slide17_original_20ms__20180509012535,A1,1,3,3,PFB0310c-e1,,Analyte,315:309,317:308,6843,95,0,6748,NaN,200,OK,1016,3427.700911
slide17_original_20ms__20180509012535,A1,1,4,3,PF10_0019.1o1,,Analyte,315:341,317:340,5079,110,0,4969,NaN,200,OK,505,1183.842108
slide17_original_20ms__20180509012535,A1,1,5,3,PF11_0395e1s4,,Analyte,315:373,316:373,556,41,0,515,NaN,200,OK,518,256.72193
slide17_original_20ms__20180509012535,A1,1,6,3,PF14_0114.1o1,,Analyte,315:404,317:405,1108,18,0,1090,NaN,200,OK,59,542.015497
slide17_original_20ms__20180509012535,A1,1,7,3,PFL1745ce2s1,,Analyte,315:436,316:435,582,21,0,561,NaN,200,OK,153,262.028119
slide17_original_20ms__20180509012535,A1,1,8,3,PFL0440ce1s1,,Analyte,315:468,316:468,1418,24,0,1394,NaN,200,OK,80,633.088018
slide17_original_20ms__20180509012535,A1,1,9,3,PFI0170we1s1,,Analyte,315:499,316:499,1812,38,0,1774,NaN,200,OK,152,860.392679
slide17_original_20ms__20180509012535,A1,1,10,3,PF13_0350,,Analyte,315:531,316:531,678,52,0,626,NaN,200,OK,476,306.779551
slide17_original_20ms__20180509012535,A1,1,11,3,PFI1735c(PFE1590w),,Analyte,315:562,315:563,10307,85,0,10222,NaN,200,OK,119,4449.616085
slide17_original_20ms__20180509012535,A1,1,12,3,PFL0185c-e3,,Analyte,315:594,316:595,707,37,0,670,NaN,200,OK,1037,348.057501
slide17_original_20ms__20180509012535,A1,1,13,3,PF14_0316e1s1,,Analyte,315:626,316:626,1523,46,0,1477,NaN,200,OK,113,811.524733
slide17_original_20ms__20180509012535,A1,1,14,3,PFL0555ce1s1,,Analyte,315:657,316:658,1232,29,0,1203,NaN,200,OK,165,620.800366
slide17_original_20ms__20180509012535,A1,1,15,3,MAL8P1.4.2o2,,Analyte,315:689,313:685,14,19,0,-5,NaN,200,,396,19.81047
slide17_original_20ms__20180509012535,A1,1,16,3,PFI0580c-e2,,Analyte,315:721,316:723,418,23,0,395,NaN,200,OK,101,163.08894
slide17_original_20ms__20180509012535,A1,1,17,3,PF11_0342e1s2,,Analyte,315:752,315:754,1730,40,0,1690,NaN,200,OK,188,734.611964
slide17_original_20ms__20180509012535,A1,1,18,3,PF14_0736-e2,,Analyte,315:784,316:786,1039,37,0,1002,NaN,200,OK,691,544.483259
slide17_original_20ms__20180509012535,A1,1,1,4,PFE0055ce4s1,,Analyte,347:246,348:245,1141,19,0,1122,NaN,200,OK,445,436.739226
slide17_original_20ms__20180509012535,A1,1,2,4,MAL7P1.203_3o8,,Analyte,347:278,346:278,396,63,0,333,NaN,200,,2505,230.082962
slide17_original_20ms__20180509012535,A1,1,3,4,PF10_0281.1o1,,Analyte,347:309,349:309,1788,57,0,1731,NaN,200,OK,450,899.624939
slide17_original_20ms__20180509012535,A1,1,4,4,PFI1015w.1o1,,Analyte,347:341,349:341,920,77,0,843,NaN,200,OK,756,313.888881
slide17_original_20ms__20180509012535,A1,1,5,4,PF10_0356-e2s1,,Analyte,347:373,348:372,1604,47,0,1557,NaN,200,OK,105,468.740998
slide17_original_20ms__20180509012535,A1,1,6,4,PF14_0170e1s4,,Analyte,347:404,348:404,478,60,0,418,NaN,200,OK,272,278.784126
slide17_original_20ms__20180509012535,A1,1,7,4,PF11_0240e2s2,,Analyte,347:436,348:436,660,41,0,619,NaN,200,OK,92,235.724719
slide17_original_20ms__20180509012535,A1,1,8,4,PFB0250w.1o1,,Analyte,347:468,348:469,550,53,0,497,NaN,200,OK,184,236.56714
slide17_original_20ms__20180509012535,A1,1,9,4,PFL0470we1s1,,Analyte,347:499,347:499,2321,74,0,2247,NaN,200,OK,317,1190.960958
slide17_original_20ms__20180509012535,A1,1,10,4,MAL13P1.234-e1s3,,Analyte,347:531,349:531,2080,70,0,2010,NaN,200,OK,304,690.699844
slide17_original_20ms__20180509012535,A1,1,11,4,MAL13P1.234-e1s4,,Analyte,347:562,348:563,2517,95,0,2422,NaN,200,OK,747,798.726494
slide17_original_20ms__20180509012535,A1,1,12,4,PF11_0404e2s3,,Analyte,347:594,348:595,826,66,0,760,NaN,200,OK,270,357.530471
slide17_original_20ms__20180509012535,A1,1,13,4,PFC0440ce1s3,,Analyte,347:626,348:627,1260,54,0,1206,NaN,200,OK,132,431.144115
slide17_original_20ms__20180509012535,A1,1,14,4,PFC0130ce1s1,,Analyte,347:657,347:659,1406,55,0,1351,NaN,200,OK,170,442.64289
slide17_original_20ms__20180509012535,A1,1,15,4,PF14_0620-e1,,Analyte,347:689,346:690,507,32,0,475,NaN,200,OK,285,294.410772
slide17_original_20ms__20180509012535,A1,1,16,4,PF07_0016-s1,,Analyte,347:721,347:722,525,48,0,477,NaN,200,OK,162,174.127172
slide17_original_20ms__20180509012535,A1,1,17,4,PF08_0137e2s2,,Analyte,347:752,347:754,2296,146,0,2150,NaN,200,OK,333,612.561926
slide17_original_20ms__20180509012535,A1,1,18,4,MAL7P1.176-s2,,Analyte,347:784,347:787,8806,87,0,8719,NaN,200,OK,242,3149.599773
slide17_original_20ms__20180509012535,A1,1,1,5,PF10_0079-s3,,Analyte,378:246,380:246,828,17,0,811,NaN,200,OK,185,380.908549
slide17_original_20ms__20180509012535,A1,1,2,5,PF14_0344(PF10_0224e1s3),,Analyte,378:278,381:278,1557,32,0,1525,NaN,200,OK,109,612.013529
slide17_original_20ms__20180509012535,A1,1,3,5,PF11_0302e1s1,,Analyte,378:309,381:309,883,32,0,851,NaN,200,OK,162,333.517109
slide17_original_20ms__20180509012535,A1,1,4,5,PF08_0012e1s3,,Analyte,378:341,379:341,504,44,0,460,NaN,200,OK,186,209.422302
slide17_original_20ms__20180509012535,A1,1,5,5,PFI0550w-e1s2,,Analyte,378:373,381:373,2146,71,0,2075,NaN,200,OK,425,841.998836
slide17_original_20ms__20180509012535,A1,1,6,5,PF08_0034,,Analyte,378:404,380:405,6565,89,0,6476,NaN,200,OK,195,2537.676122
slide17_original_20ms__20180509012535,A1,1,7,5,PFA0410w-s3,,Analyte,378:436,380:436,2176,118,0,2058,NaN,200,OK,667,668.361173
slide17_original_20ms__20180509012535,A1,1,8,5,PF11_0513.2o2,,Analyte,378:468,380:468,1230,124,0,1106,NaN,200,OK,631,483.425271
slide17_original_20ms__20180509012535,A1,1,9,5,PF10_0138(PF10_0356e2s2),,Analyte,378:499,380:500,7009,154,0,6855,NaN,200,OK,168,1633.993569
slide17_original_20ms__20180509012535,A1,1,10,5,PF14_0463(PFC0425we1s3),,Analyte,378:531,380:532,1336,83,0,1253,NaN,200,OK,790,459.277963
slide17_original_20ms__20180509012535,A1,1,11,5,PF14_0633e1s1,,Analyte,378:562,379:564,1083,61,0,1022,NaN,200,OK,381,523.439318
slide17_original_20ms__20180509012535,A1,1,12,5,PF14_0465.1o1,,Analyte,378:594,380:595,1221,45,0,1176,NaN,200,OK,123,518.977767
slide17_original_20ms__20180509012535,A1,1,13,5,PF11_0245-e1,,Analyte,378:626,380:627,951,47,0,904,NaN,200,OK,155,438.856892
slide17_original_20ms__20180509012535,A1,1,14,5,MAL8P1.139-e2s3,,Analyte,378:657,378:659,525,59,0,466,NaN,200,OK,178,228.84607
slide17_original_20ms__20180509012535,A1,1,15,5,PFE0570w-s3,,Analyte,378:689,379:691,1275,36,0,1239,NaN,200,OK,79,552.944369
slide17_original_20ms__20180509012535,A1,1,16,5,PF10_0356-e1,,Analyte,378:721,379:723,1004,50,0,954,NaN,200,OK,133,475.03832
slide17_original_20ms__20180509012535,A1,1,17,5,PFL1925we1s1,,Analyte,378:752,379:754,1137,74,0,1063,NaN,200,OK,231,417.735454
slide17_original_20ms__20180509012535,A1,1,18,5,PFI0425w.1o2,,Analyte,378:784,378:785,553,50,0,503,NaN,200,OK,1054,276.204098
slide17_original_20ms__20180509012535,A1,1,1,6,PF11_0008(PF07_0053e1s1),,Analyte,410:246,413:246,309,37,0,272,NaN,200,,1185,145.193347
slide17_original_20ms__20180509012535,A1,1,2,6,PFD0115c.2o2,,Analyte,410:278,413:277,2702,35,0,2667,NaN,200,OK,164,1094.486749
slide17_original_20ms__20180509012535,A1,1,3,6,PFD0710w.1o1,,Analyte,410:309,412:309,560,28,0,532,NaN,200,OK,258,314.204568
slide17_original_20ms__20180509012535,A1,1,4,6,PFD1145c.2o2,,Analyte,410:341,413:342,412,33,0,379,NaN,200,,103,188.168055
slide17_original_20ms__20180509012535,A1,1,5,6,PFL0590ce1s1,,Analyte,410:373,412:373,1506,50,0,1456,NaN,200,OK,282,624.573543
slide17_original_20ms__20180509012535,A1,1,6,6,PFC0120we1s1,,Analyte,410:404,411:404,619,77,0,542,NaN,200,OK,1022,298.814845
slide17_original_20ms__20180509012535,A1,1,7,6,PF14_0016.1o1,,Analyte,410:436,412:436,4979,122,0,4857,NaN,200,OK,376,2034.194585
slide17_original_20ms__20180509012535,A1,1,8,6,PFB0345c_2o4,,Analyte,410:468,412:469,11363,172,0,11191,NaN,200,OK,317,4897.632822
slide17_original_20ms__20180509012535,A1,1,9,6,PF11_0240e2s5,,Analyte,410:499,412:500,1589,160,0,1429,NaN,200,OK,1430,707.074611
slide17_original_20ms__20180509012535,A1,1,10,6,PF10_0124-e1s2,,Analyte,410:531,411:532,789,67,0,722,NaN,200,OK,247,383.757498
slide17_original_20ms__20180509012535,A1,1,11,6,PFL0795ce1s1,,Analyte,410:562,411:563,649,61,0,588,NaN,200,OK,624,351.406926
slide17_original_20ms__20180509012535,A1,1,12,6,PF08_0107e2s1,,Analyte,410:594,411:596,1067,60,0,1007,NaN,200,OK,151,458.34809
slide17_original_20ms__20180509012535,A1,1,13,6,PF07_0057.1o1,,Analyte,410:626,411:627,717,72,0,645,NaN,200,OK,211,338.223616
slide17_original_20ms__20180509012535,A1,1,14,6,PF14_0326e2s4,,Analyte,410:657,411:658,1011,59,0,952,NaN,200,OK,105,371.82259
slide17_original_20ms__20180509012535,A1,1,15,6,MAL13P1.323e1s1,,Analyte,410:689,411:691,1308,56,0,1252,NaN,200,OK,129,408.180494
slide17_original_20ms__20180509012535,A1,1,16,6,MAL7P1.176-s2,,Analyte,410:721,410:723,851,98,0,753,NaN,200,OK,514,305.868552
slide17_original_20ms__20180509012535,A1,1,17,6,PF11_0344,,Analyte,410:752,411:755,2954,93,0,2861,NaN,200,OK,206,1229.400528
slide17_original_20ms__20180509012535,A1,1,18,6,PF08_0141e2s1,,Analyte,410:784,410:786,1834,43,0,1791,NaN,200,OK,373,824.252612
slide17_original_20ms__20180509012535,A1,1,1,7,PFI1735ce2s1,,Analyte,442:246,445:247,8587,86,0,8501,NaN,200,OK,215,2854.396461
slide17_original_20ms__20180509012535,A1,1,2,7,PF11_0506-s6,,Analyte,442:278,444:278,1629,86,0,1543,NaN,200,OK,688,554.634952
slide17_original_20ms__20180509012535,A1,1,3,7,PF14_0326e2s5,,Analyte,442:309,444:309,608,43,0,565,NaN,200,OK,223,259.856347
slide17_original_20ms__20180509012535,A1,1,4,7,PF14_0031e4s2,,Analyte,442:341,444:340,1575,73,0,1502,NaN,200,OK,134,572.371147
slide17_original_20ms__20180509012535,A1,1,5,7,PF10_0224(PF14_0201-e2),,Analyte,442:373,444:373,4830,90,0,4740,NaN,200,OK,225,2022.619549
slide17_original_20ms__20180509012535,A1,1,6,7,PFI1425w-e2,,Analyte,442:404,443:405,732,50,0,682,NaN,200,OK,344,331.602745
slide17_original_20ms__20180509012535,A1,1,7,7,PFE1355ce2s1,,Analyte,442:436,444:437,1789,84,0,1705,NaN,200,OK,552,662.655967
slide17_original_20ms__20180509012535,A1,1,8,7,PF14_0495-s1,,Analyte,442:468,443:469,1585,150,0,1435,NaN,200,OK,1002,632.95105
slide17_original_20ms__20180509012535,A1,1,9,7,PF14_0102e1s1,,Analyte,442:499,444:500,7632,172,0,7460,NaN,200,OK,546,3508.841927
slide17_original_20ms__20180509012535,A1,1,10,7,PF10_0211e1s2,,Analyte,442:531,444:532,2169,150,0,2019,NaN,200,OK,884,816.685208
slide17_original_20ms__20180509012535,A1,1,11,7,PFB0340ce2s1,,Analyte,442:562,442:564,11628,259,0,11369,NaN,200,OK,320,4081.443459
slide17_original_20ms__20180509012535,A1,1,12,7,MAL13P1.174.1o1,,Analyte,442:594,443:596,3699,160,0,3539,NaN,200,OK,1361,1457.84214
slide17_original_20ms__20180509012535,A1,1,13,7,PF10_0352.1o1,,Analyte,442:626,443:628,6875,139,0,6736,NaN,200,OK,540,3221.985622
slide17_original_20ms__20180509012535,A1,1,14,7,PFI0305c.1o1,,Analyte,442:657,443:659,974,89,0,885,NaN,200,OK,755,383.340088
slide17_original_20ms__20180509012535,A1,1,15,7,PF11_0037e2s1,,Analyte,442:689,442:691,941,107,0,834,NaN,200,OK,634,386.180197
slide17_original_20ms__20180509012535,A1,1,16,7,PF11_0506-s1,,Analyte,442:721,442:723,6132,297,0,5835,NaN,200,OK,369,1070.366789
slide17_original_20ms__20180509012535,A1,1,17,7,PF10_0224e1s4,,Analyte,442:752,442:755,3743,91,0,3652,NaN,200,OK,1280,1406.145568
slide17_original_20ms__20180509012535,A1,1,18,7,PF11_0226-s3,,Analyte,442:784,442:786,557,50,0,507,NaN,200,OK,555,263.112609
slide17_original_20ms__20180509012535,A1,1,1,8,PF10_0075e1s2,,Analyte,473:246,476:246,2854,78,0,2776,NaN,200,OK,1030,775.478883
slide17_original_20ms__20180509012535,A1,1,2,8,PF10_0161a(PFL0275we1s2),,Analyte,473:278,475:277,1109,77,0,1032,NaN,200,OK,512,413.554083
slide17_original_20ms__20180509012535,A1,1,3,8,MAL13P1.114e3s1,,Analyte,473:309,476:309,923,37,0,886,NaN,200,OK,165,462.050682
slide17_original_20ms__20180509012535,A1,1,4,8,PFL1880we1s1,,Analyte,473:341,474:341,622,71,0,551,NaN,200,OK,364,316.169076
slide17_original_20ms__20180509012535,A1,1,5,8,PFD0380c(PFL1385ce1s1),,Analyte,473:373,475:373,1832,76,0,1756,NaN,200,OK,619,623.492943
slide17_original_20ms__20180509012535,A1,1,6,8,MAL8P1.23-s1,,Analyte,473:404,475:404,537,47,0,490,NaN,200,OK,233,308.087181
slide17_original_20ms__20180509012535,A1,1,7,8,PF14_0461-s1,,Analyte,473:436,475:436,821,70,0,751,NaN,200,OK,192,401.022483
slide17_original_20ms__20180509012535,A1,1,8,8,PFA0535ce1s2,,Analyte,473:468,475:469,1084,95,0,989,NaN,200,OK,472,368.28353
slide17_original_20ms__20180509012535,A1,1,9,8,PFD1037w,,Analyte,473:499,474:501,6321,194,0,6127,NaN,200,OK,953,2516.427728
slide17_original_20ms__20180509012535,A1,1,10,8,PF07_0020-e1s2,,Analyte,473:531,474:532,1159,118,0,1041,NaN,200,OK,817,438.097368
slide17_original_20ms__20180509012535,A1,1,11,8,PF14_0699e2s1,,Analyte,473:562,473:563,560,150,0,410,NaN,200,OK,2254,222.153022
slide17_original_20ms__20180509012535,A1,1,12,8,PF07_0048e2s1,,Analyte,473:594,474:596,991,162,0,829,NaN,200,OK,777,304.95431
slide17_original_20ms__20180509012535,A1,1,13,8,PFI1475w-s2,,Analyte,473:626,474:628,9457,270,0,9187,NaN,200,OK,916,3116.816236
slide17_original_20ms__20180509012535,A1,1,14,8,PF14_0649-e2s1,,Analyte,473:657,474:659,1803,150,0,1653,NaN,200,OK,1195,588.30596
slide17_original_20ms__20180509012535,A1,1,15,8,PF10_0166.1o1,,Analyte,473:689,474:691,1922,83,0,1839,NaN,200,OK,237,689.624645
slide17_original_20ms__20180509012535,A1,1,16,8,PFL0745c.1o1,,Analyte,473:721,474:723,814,132,0,682,NaN,200,OK,1485,257.133494
slide17_original_20ms__20180509012535,A1,1,17,8,PF10_0024.2o2,,Analyte,473:752,472:754,528,89,0,439,NaN,200,OK,727,246.487781
slide17_original_20ms__20180509012535,A1,1,18,8,PFL1610c_1o4,,Analyte,473:784,474:786,875,59,0,816,NaN,200,OK,103,315.943594
slide17_original_20ms__20180509012535,A1,1,1,9,MAL13P1.176e1s1,,Analyte,505:246,508:247,3388,56,0,3332,NaN,200,OK,441,1183.91032
slide17_original_20ms__20180509012535,A1,1,2,9,PFI0460w,,Analyte,505:278,508:278,1423,59,0,1364,NaN,200,OK,470,524.056168
slide17_original_20ms__20180509012535,A1,1,3,9,MAL7P1.224.2o2,,Analyte,505:309,507:309,591,39,0,552,NaN,200,OK,176,269.631062
slide17_original_20ms__20180509012535,A1,1,4,9,PFL2120we1s2,,Analyte,505:341,506:341,681,68,0,613,NaN,200,OK,158,283.677566
slide17_original_20ms__20180509012535,A1,1,5,9,PFI0105c_2o3,,Analyte,505:373,505:373,798,64,0,734,NaN,200,OK,440,333.083121
slide17_original_20ms__20180509012535,A1,1,6,9,PF10_0092-e3,,Analyte,505:404,506:405,444,50,0,394,NaN,200,OK,117,239.14676
slide17_original_20ms__20180509012535,A1,1,7,9,PF10_0161e1s1,,Analyte,505:436,506:436,467,54,0,413,NaN,200,OK,160,163.385291
slide17_original_20ms__20180509012535,A1,1,8,9,PFC0910w.1o1,,Analyte,505:468,506:469,626,94,0,532,NaN,200,OK,196,274.647582
slide17_original_20ms__20180509012535,A1,1,9,9,PF07_0004e2s1,,Analyte,505:499,506:501,1027,68,0,959,NaN,200,OK,893,456.531724
slide17_original_20ms__20180509012535,A1,1,10,9,PF10_0041e1s2,,Analyte,505:531,506:533,1246,91,0,1155,NaN,200,OK,176,469.503105
slide17_original_20ms__20180509012535,A1,1,11,9,PFD0995ce2s1,,Analyte,505:562,506:564,1574,105,0,1469,NaN,200,OK,276,693.354267
slide17_original_20ms__20180509012535,A1,1,12,9,PFD1120c.1o1,,Analyte,505:594,506:596,1825,106,0,1719,NaN,200,OK,195,820.518251
slide17_original_20ms__20180509012535,A1,1,13,9,PF08_0034e1s1,,Analyte,505:626,507:627,1491,169,0,1322,NaN,200,OK,1029,480.42404
slide17_original_20ms__20180509012535,A1,1,14,9,PF10_0214-e2,,Analyte,505:657,506:659,1484,153,0,1331,NaN,200,OK,567,516.945267
slide17_original_20ms__20180509012535,A1,1,15,9,PF14_0444(PF14_0445.1o2),,Analyte,505:689,506:690,620,124,0,496,NaN,200,OK,342,248.106894
slide17_original_20ms__20180509012535,A1,1,16,9,PFB1045w,,Analyte,505:721,505:723,1570,94,0,1476,NaN,200,OK,147,519.905393
slide17_original_20ms__20180509012535,A1,1,17,9,MAL13P1.250.2o2,,Analyte,505:752,504:753,724,127,0,597,NaN,200,OK,431,354.114458
slide17_original_20ms__20180509012535,A1,1,18,9,PFI0580c.2o2,,Analyte,505:784,505:786,567,54,0,513,NaN,200,OK,190,260.51961
slide17_original_20ms__20180509012535,A1,1,1,10,PFD0595w.1o1,,Analyte,537:246,536:244,295,92,0,203,NaN,200,,908,160.346988
slide17_original_20ms__20180509012535,A1,1,2,10,PF08_0024.1o1,,Analyte,537:278,539:278,1421,72,0,1349,NaN,200,OK,198,448.006856
slide17_original_20ms__20180509012535,A1,1,3,10,PF07_0026.1o1,,Analyte,537:309,539:310,901,67,0,834,NaN,200,OK,210,388.108576
slide17_original_20ms__20180509012535,A1,1,4,10,PF08_0054,,Analyte,537:341,539:341,2181,108,0,2073,NaN,200,OK,147,711.009028
slide17_original_20ms__20180509012535,A1,1,5,10,PF14_0456e2s2,,Analyte,537:373,538:372,694,135,0,559,NaN,200,OK,553,338.065431
slide17_original_20ms__20180509012535,A1,1,6,10,PFA0510we1s3,,Analyte,537:404,539:405,1553,66,0,1487,NaN,200,OK,107,609.400811
slide17_original_20ms__20180509012535,A1,1,7,10,PFD1180w.2o2,,Analyte,537:436,539:436,463,84,0,379,NaN,200,OK,226,156.843536
slide17_original_20ms__20180509012535,A1,1,8,10,MAL13P1.234-e1s1,,Analyte,537:468,538:469,2367,77,0,2290,NaN,200,OK,97,933.937384
slide17_original_20ms__20180509012535,A1,1,9,10,PFF0610c.1o1,,Analyte,537:499,539:501,940,62,0,878,NaN,200,OK,289,419.450852
slide17_original_20ms__20180509012535,A1,1,10,10,PF14_0179-s3,,Analyte,537:531,538:532,1065,151,0,914,NaN,200,OK,419,362.902083
slide17_original_20ms__20180509012535,A1,1,11,10,PFI1475w-s1,,Analyte,537:562,539:564,9295,202,0,9093,NaN,200,OK,206,3161.349396
slide17_original_20ms__20180509012535,A1,1,12,10,PFD0225w-s5,,Analyte,537:594,538:595,1451,177,0,1274,NaN,200,OK,1409,640.868839
slide17_original_20ms__20180509012535,A1,1,13,10,PF11_0268_1o4,,Analyte,537:626,538:627,2602,302,0,2300,NaN,200,OK,526,814.327166
slide17_original_20ms__20180509012535,A1,1,14,10,PF10_0025.2o2,,Analyte,537:657,538:659,8318,371,0,7947,NaN,200,OK,455,2376.860879
slide17_original_20ms__20180509012535,A1,1,15,10,PFE1600we2s1,,Analyte,537:689,538:691,2370,160,0,2210,NaN,200,OK,1308,808.117842
slide17_original_20ms__20180509012535,A1,1,16,10,PFL0075w.1o1,,Analyte,537:721,538:723,1881,175,0,1706,NaN,200,OK,663,496.676538
slide17_original_20ms__20180509012535,A1,1,17,10,PF08_0137e2s1,,Analyte,537:752,537:755,12619,405,0,12214,NaN,200,OK,499,4130.026397
slide17_original_20ms__20180509012535,A1,1,18,10,PF14_0746.2o2,,Analyte,537:784,538:787,1752,110,0,1642,NaN,200,OK,1900,674.090463
slide17_original_20ms__20180509012535,A1,1,1,11,PFB0300c,,Analyte,568:246,570:247,9804,216,0,9588,NaN,200,OK,479,2826.444527
slide17_original_20ms__20180509012535,A1,1,2,11,PFF0845c-s4,,Analyte,568:278,570:278,1125,152,0,973,NaN,200,OK,1625,449.832068
slide17_original_20ms__20180509012535,A1,1,3,11,PF10_0323e1s1,,Analyte,568:309,570:310,1149,91,0,1058,NaN,200,OK,175,376.520019
slide17_original_20ms__20180509012535,A1,1,4,11,PFE0055ce3s1,,Analyte,568:341,570:342,1337,202,0,1135,NaN,200,OK,764,423.745662
slide17_original_20ms__20180509012535,A1,1,5,11,PF10_0356-e2s2,,Analyte,568:373,570:373,5947,345,0,5602,NaN,200,OK,382,1194.638565
