Block,Column,Row,Name,ID,X,F635 Median - B635,F635 Mean - B635,Y,Index,Dia.,F635 Median,F635 Mean,F635 SD,B635 Median,B635 Mean,B635,B635 SD,F635 CV,B635 CV,% > B635+1SD,% > B635+2SD,F635 % Sat.,Ratio of Medians (635/#2),Ratio of Means (635/#2),Median of Ratios (635/#2),Mean of Ratios (635/#2),F635 Total Intensity,SNR 635,Ratios SD (635/#2),Rgn Ratio (635/#2),Rgn R2 (635/#2),F Pixels,B Pixels,Circularity,Flags,Normalize,Autoflag,Sum of Medians (635/#2),Sum of Means (635/#2),Log Ratio (635/#2)
1,1,1,,FIDUCIALS,3840,3267,4330,1490,1,150,3992,5055,3372,725,728,725,62,66,8,100,100,0,100000,100000,0,0,788534,69.79,0,0,0,156,1266,100,0,0,0,3267,4330,16.61
1,2,1,,PBST,4140,206,217,1480,2,100,930,941,99,724,727,724,58,10,7,96,86,0,100000,100000,0,0,75247,3.69,0,0,0,80,560,100,0,0,0,206,217,16.61
1,3,1,,PBST,4450,141,158,1480,3,100,877,894,82,736,740,736,56,9,7,93,75,0,100000,100000,0,0,71494,2.75,0,0,0,80,560,100,0,0,0,141,158,16.61
1,4,1,,PBST,4740,692,726,1470,4,150,1430,1464,243,738,743,738,66,16,8,100,100,0,100000,100000,0,0,228325,10.924,0,0,0,156,1257,100,0,0,0,692,726,16.61
1,5,1,,PBST,5040,154,164,1470,5,120,893,903,71,739,741,739,60,7,8,93,71,0,100000,100000,0,0,108348,2.7,0,0,0,120,820,100,0,0,0,154,164,16.61
1,6,1,,FIDUCIALS,5340,6909,6281,1470,6,150,7655,7027,3135,746,754,746,74,44,9,100,100,0,100000,100000,0,0,1096229,84.77,0,0,0,156,1258,100,0,0,0,6909,6281,16.61
1,7,1,,PBST,5630,130,132,1490,7,100,905,907,73,775,781,775,102,8,13,65,15,0,100000,100000,0,0,72578,1.235,0,0,0,80,560,100,0,0,0,130,132,16.61
1,8,1,,PBST,5940,170,168,1470,8,140,956,954,81,786,789,786,64,8,8,91,71,0,100000,100000,0,0,148867,2.578,0,0,0,156,1125,100,0,0,0,170,168,16.61
1,9,1,,PBST,6240,148,153,1480,9,90,953,958,73,805,807,805,65,7,8,92,61,0,100000,100000,0,0,49819,2.323,0,0,0,52,420,100,0,0,0,148,153,16.61
1,10,1,,FIDUCIALS,6550,8641,8994,1470,10,160,9431,9784,6260,790,798,790,78,63,9,100,100,0,100000,100000,0,0,2035073,115.205,0,0,0,208,1457,100,0,0,0,8641,8994,16.61
1,11,1,,PBST,6850,233,238,1460,11,130,1016,1021,104,783,784,783,63,10,8,97,85,0,100000,100000,0,0,122542,3.762,0,0,0,120,940,100,0,0,0,233,238,16.61
1,12,1,,PBST,7140,112,130,1460,12,120,913,931,97,801,803,801,64,10,7,73,38,0,100000,100000,0,0,111661,2,0,0,0,120,820,100,0,0,0,112,130,16.61
1,13,1,,FIDUCIALS,7440,7722,9001,1470,13,160,8532,9811,6950,810,811,810,69,70,8,100,100,0,100000,100000,0,0,2040768,130.435,0,0,0,208,1390,100,0,0,0,7722,9001,16.61
1,14,1,,PBST,7740,139,137,1480,14,100,955,953,67,816,818,816,63,7,7,82,56,0,100000,100000,0,0,76273,2.143,0,0,0,80,560,100,0,0,0,139,137,16.61
1,15,1,,PBST,8040,196,212,1490,15,100,1026,1042,110,830,837,830,66,10,7,90,78,0,100000,100000,0,0,83331,3.106,0,0,0,80,560,100,0,0,0,196,212,16.61
1,16,1,,PBST,8350,176,185,1470,16,100,1061,1070,108,885,888,885,79,10,8,85,60,0,100000,100000,0,0,85637,2.304,0,0,0,80,560,100,0,0,0,176,185,16.61
1,17,1,,PBST,8630,156,169,1450,17,110,1041,1054,113,885,894,885,95,10,10,76,37,0,100000,100000,0,0,84314,1.684,0,0,0,80,656,100,0,0,0,156,169,16.61
1,18,1,,FIDUCIALS,8950,11579,9964,1460,18,150,12439,10824,4442,860,869,860,88,41,10,100,100,0,100000,100000,0,0,1688487,113.125,0,0,0,156,1242,100,0,0,0,11579,9964,16.61
1,1,2,,PBST,3840,204,214,1770,19,100,938,948,81,734,739,734,60,8,8,98,88,0,100000,100000,0,0,75815,3.483,0,0,0,80,560,100,0,0,0,204,214,16.61
1,2,2,,IgG Mix 1,4150,41830,36617,1760,20,190,42596,37383,25212,766,788,766,116,67,14,100,100,30,100000,100000,0,0,9569963,315.474,0,0,0,256,1668,100,0,0,0,41830,36617,16.61
1,3,2,,IgG Mix 0.3,4450,16400,18356,1770,21,190,17174,19130,14824,774,792,774,107,77,13,100,100,0,100000,100000,0,0,4897356,171.383,0,0,0,256,1583,100,0,0,0,16400,18356,16.61
1,4,2,,PBST,4750,3255,3357,1770,22,170,4019,4121,1295,764,778,764,93,31,11,100,100,0,100000,100000,0,0,857225,35.946,0,0,0,208,1289,100,0,0,0,3255,3357,16.61
1,5,2,,Hu IgA 0.3,5050,16218,21301,1760,23,180,16985,22068,17925,767,777,767,82,81,10,100,100,0,100000,100000,0,0,5649360,259.646,0,0,0,256,1571,100,0,0,0,16218,21301,16.61
1,6,2,,Hu IgA 0.1,5360,9484,10823,1770,24,170,10262,11601,8015,778,788,778,81,69,10,100,100,0,100000,100000,0,0,2412937,133.494,0,0,0,208,1460,100,0,0,0,9484,10823,16.61
1,7,2,,PBST,5650,195,183,1770,25,100,967,955,77,772,776,772,65,8,8,92,76,0,100000,100000,0,0,76434,2.754,0,0,0,80,560,100,0,0,0,195,183,16.61
1,8,2,,Hu IgM 0.3,5950,29145,31793,1760,26,170,29946,32594,22287,801,826,801,137,68,16,100,100,3,100000,100000,0,0,6779541,231.883,0,0,0,208,1459,100,0,0,0,29145,31793,16.61
1,9,2,,Hu IgM 0.1,6250,19298,19260,1760,27,170,20107,20069,13022,809,826,809,122,64,14,100,100,0,100000,100000,0,0,4174303,157.73,0,0,0,208,1446,100,0,0,0,19298,19260,16.61
1,10,2,,PBST,6550,3789,3729,1770,28,170,4600,4540,1432,811,823,811,92,31,11,100,100,0,100000,100000,0,0,944346,40.402,0,0,0,208,1444,100,0,0,0,3789,3729,16.61
1,11,2,,PBST,6860,750,772,1770,29,150,1565,1587,202,815,830,815,94,12,11,100,100,0,100000,100000,0,0,247591,8.053,0,0,0,156,1154,100,0,0,0,750,772,16.61
1,12,2,,NoDNA,7160,6459,5838,1770,30,190,7279,6658,2016,820,838,820,102,30,12,100,100,0,100000,100000,0,0,1704549,57.059,0,0,0,256,1615,100,0,0,0,6459,5838,16.61
1,13,2,,NoDNA,7460,5301,5086,1770,31,220,6134,5919,3153,833,848,833,100,53,11,100,100,0,100000,100000,0,0,2320055,50.71,0,0,0,392,1781,100,0,0,0,5301,5086,16.61
1,14,2,,NoDNA,7760,4063,4831,1770,32,240,4906,5674,3457,843,857,843,96,60,11,100,100,0,100000,100000,0,0,2610070,50.177,0,0,0,460,2022,100,0,0,0,4063,4831,16.61
1,15,2,,NoDNA,8060,6660,5723,1760,33,210,7525,6588,2946,865,883,865,107,44,12,100,100,0,100000,100000,0,0,2081780,53.318,0,0,0,316,1604,100,0,0,0,6660,5723,16.61
1,16,2,,NoDNA,8360,5058,5480,1770,34,240,5954,6376,3580,896,916,896,117,56,12,100,100,0,100000,100000,0,0,2933098,46.667,0,0,0,460,2082,100,0,0,0,5058,5480,16.61
1,17,2,,NoDNA,8660,7093,6241,1770,35,210,7996,7144,2919,903,924,903,117,40,12,100,100,0,100000,100000,0,0,2257570,53.162,0,0,0,316,1732,100,0,0,0,7093,6241,16.61
1,18,2,,NoDNA,8950,7647,6818,1760,36,190,8521,7692,2764,874,892,874,119,35,13,100,100,0,100000,100000,0,0,1969260,57.143,0,0,0,256,1673,100,0,0,0,7647,6818,16.61
1,1,3,,PF10_0138-s1,3860,35022,31231,2070,37,200,35782,31991,20570,760,785,760,115,64,14,100,100,0,100000,100000,0,0,10109014,271.357,0,0,0,316,1813,100,0,0,0,35022,31231,16.61
1,2,3,,PFB0915w-e2s1,4160,64704,44133,2070,38,220,65535,44964,25415,831,859,831,143,56,16,100,100,54,100000,100000,0,0,17625909,308.427,0,0,0,392,1683,100,0,0,0,64704,44133,16.61
1,3,3,,PFB0310c-e1,4460,63639,41467,2070,39,220,64487,42315,26297,848,883,848,151,62,17,100,100,49,100000,100000,0,0,16587558,274.384,0,0,0,392,1561,100,0,0,0,63639,41467,16.61
1,4,3,,PF10_0019.1o1,4760,32006,29114,2070,40,260,32844,29952,17376,838,874,838,151,58,17,100,100,0,100000,100000,0,0,16173860,192.57,0,0,0,540,1948,100,0,0,0,32006,29114,16.61
1,5,3,,PF11_0395e1s4,5060,8072,6744,2070,41,200,8887,7559,3319,815,845,815,131,43,15,100,100,0,100000,100000,0,0,2388770,51.252,0,0,0,316,1494,100,0,0,0,8072,6744,16.61
1,6,3,,PF14_0114.1o1,5360,10068,8744,2070,42,190,10869,9545,3572,801,819,801,103,37,12,100,100,0,100000,100000,0,0,2443523,84.718,0,0,0,256,1480,100,0,0,0,10068,8744,16.61
1,7,3,,PFL1745ce2s1,5660,5409,5151,2070,43,220,6223,5965,3190,814,832,814,105,53,12,100,100,0,100000,100000,0,0,2338313,48.886,0,0,0,392,1870,100,0,0,0,5409,5151,16.61
1,8,3,,PFL0440ce1s1,5960,16186,13503,2070,44,210,17040,14357,7298,854,877,854,139,50,15,100,100,0,100000,100000,0,0,4536952,96.978,0,0,0,316,1681,100,0,0,0,16186,13503,16.61
1,9,3,,PFI0170we1s1,6260,15255,12970,2070,45,200,16103,13818,8197,848,870,848,125,59,14,100,100,0,100000,100000,0,0,4366374,103.584,0,0,0,316,1642,100,0,0,0,15255,12970,16.61
1,10,3,,PF13_0350,6550,7831,6864,2070,46,190,8680,7713,2796,849,869,849,121,36,13,100,100,0,100000,100000,0,0,1974624,56.562,0,0,0,256,1354,100,0,0,0,7831,6864,16.61
1,11,3,,PFI1735c(PFE1590w),6860,64648,43734,2070,47,240,65535,44621,25866,887,932,887,194,57,20,100,100,54,100000,100000,0,0,20525682,225.201,0,0,0,460,1868,100,0,0,0,64648,43734,16.61
1,12,3,,PFL0185c-e3,7160,10079,9009,2070,48,190,10957,9887,3405,878,915,878,179,34,19,100,100,0,100000,100000,0,0,2531164,50.123,0,0,0,256,1398,100,0,0,0,10079,9009,16.61
1,13,3,,PF14_0316e1s1,7450,17391,14721,2070,49,190,18251,15581,6694,860,885,860,143,42,16,100,100,0,100000,100000,0,0,3988704,102.769,0,0,0,256,1357,100,0,0,0,17391,14721,16.61
1,14,3,,PFL0555ce1s1,7760,14934,12480,2070,50,200,15806,13352,7557,872,901,872,147,56,16,100,100,0,100000,100000,0,0,4219326,84.701,0,0,0,316,1438,100,0,0,0,14934,12480,16.61
1,15,3,,MAL8P1.4.2o2,8060,7297,6233,2070,51,210,8195,7131,3091,898,922,898,136,43,14,100,100,0,100000,100000,0,0,2253291,45.654,0,0,0,316,1597,100,0,0,0,7297,6233,16.61
1,16,3,,PFI0580c-e2,8360,7809,7045,2070,52,210,8745,7981,3723,936,974,936,172,46,17,100,100,0,100000,100000,0,0,2521928,40.738,0,0,0,316,1484,100,0,0,0,7809,7045,16.61
1,17,3,,PF11_0342e1s2,8660,16824,14344,2070,53,210,17792,15312,7073,968,1020,968,203,46,19,100,100,0,100000,100000,0,0,4838655,70.404,0,0,0,316,1502,100,0,0,0,16824,14344,16.61
1,18,3,,PF14_0736-e2,8960,10571,9260,2070,54,200,11477,10166,5652,906,946,906,169,55,17,100,100,0,100000,100000,0,0,3212412,54.556,0,0,0,316,1718,100,0,0,0,10571,9260,16.61
1,1,4,,PFE0055ce4s1,3860,10244,9426,2370,55,220,11004,10186,6170,760,780,760,104,60,13,100,100,0,100000,100000,0,0,3992868,90.442,0,0,0,392,1993,100,0,0,0,10244,9426,16.61
1,2,4,,MAL7P1.203_3o8,4160,5784,4892,2370,56,210,6585,5693,2417,801,826,801,129,42,15,100,100,0,100000,100000,0,0,1799034,37.729,0,0,0,316,1525,100,0,0,0,5784,4892,16.61
1,3,4,,PF10_0281.1o1,4460,15447,12520,2370,57,200,16270,13343,7114,823,855,823,146,53,17,100,100,0,100000,100000,0,0,4216480,85.534,0,0,0,316,1464,100,0,0,0,15447,12520,16.61
1,4,4,,PFI1015w.1o1,4760,9036,7716,2370,58,210,9886,8566,3593,850,884,850,164,41,18,100,100,0,100000,100000,0,0,2706766,46.841,0,0,0,316,1408,100,0,0,0,9036,7716,16.61
1,5,4,,PF10_0356-e2s1,5060,12466,10519,2380,59,220,13303,11356,5100,837,868,837,146,44,16,100,100,0,100000,100000,0,0,4451669,71.836,0,0,0,392,1605,100,0,0,0,12466,10519,16.61
1,6,4,,PF14_0170e1s4,5360,10390,8871,2370,60,190,11198,9679,3968,808,836,808,128,40,15,100,100,0,100000,100000,0,0,2477841,69.086,0,0,0,256,1381,100,0,0,0,10390,8871,16.61
1,7,4,,PF11_0240e2s2,5670,5020,5178,2380,61,240,5865,6023,3178,845,879,845,147,52,16,100,100,0,100000,100000,0,0,2770561,34.993,0,0,0,460,1720,100,0,0,0,5020,5178,16.61
1,8,4,,PFB0250w.1o1,5960,6793,5998,2370,62,190,7688,6893,2188,895,914,895,133,31,14,100,100,0,100000,100000,0,0,1764555,44.955,0,0,0,256,1360,100,0,0,0,6793,5998,16.61
1,9,4,,PFL0470we1s1,6260,16537,14608,2370,63,190,17468,15539,5266,931,988,931,217,33,21,100,100,0,100000,100000,0,0,3978068,67.055,0,0,0,256,1355,100,0,0,0,16537,14608,16.61
1,10,4,,MAL13P1.234-e1s3,6570,9138,12049,2380,64,260,10071,12982,9753,933,1010,933,245,75,24,100,100,0,100000,100000,0,0,7010476,48.865,0,0,0,540,1690,100,0,0,0,9138,12049,16.61
1,11,4,,MAL13P1.234-e1s4,6860,12566,13100,2370,65,250,13489,14023,8712,923,986,923,222,62,22,100,100,0,100000,100000,0,0,6450567,58.725,0,0,0,460,1539,100,0,0,0,12566,13100,16.61
1,12,4,,PF11_0404e2s3,7160,9057,7877,2370,66,200,9937,8757,4505,880,931,880,205,51,22,100,100,0,100000,100000,0,0,2767161,38.176,0,0,0,316,1396,100,0,0,0,9057,7877,16.61
1,13,4,,PFC0440ce1s3,7470,4909,6589,2380,67,260,5782,7462,5027,873,906,873,162,67,17,100,100,0,100000,100000,0,0,4029485,40.469,0,0,0,540,1888,100,0,0,0,4909,6589,16.61
1,14,4,,PFC0130ce1s1,7770,11319,9762,2380,68,250,12198,10641,6075,879,909,879,152,57,16,100,100,0,100000,100000,0,0,4895080,64.026,0,0,0,460,1738,100,0,0,0,11319,9762,16.61
1,15,4,,PF14_0620-e1,8060,8688,7538,2370,69,190,9564,8414,3223,876,900,876,132,38,14,100,100,0,100000,100000,0,0,2153870,56.924,0,0,0,256,1304,100,0,0,0,8688,7538,16.61
1,16,4,,PF07_0016-s1,8370,6597,6152,2380,70,250,7530,7085,3697,933,988,933,220,52,22,100,100,0,100000,100000,0,0,3259304,27.714,0,0,0,460,1799,100,0,0,0,6597,6152,16.61
1,17,4,,PF08_0137e2s2,8660,23147,26060,2380,71,250,24155,27068,16046,1008,1077,1008,251,59,23,100,100,0,100000,100000,0,0,12451269,103.55,0,0,0,460,1592,100,0,0,0,23147,26060,16.61
1,18,4,,MAL7P1.176-s2,8960,64618,44958,2370,72,240,65535,45875,25696,917,985,917,212,56,21,100,100,58,100000,100000,0,0,21102432,211.745,0,0,0,460,2093,100,0,0,0,64618,44958,16.61
1,1,5,,PF10_0079-s3,3860,7300,6083,2680,73,200,8035,6818,3123,735,745,735,82,45,11,100,100,0,100000,100000,0,0,2154569,74.061,0,0,0,316,1696,100,0,0,0,7300,6083,16.61
1,2,5,,PF14_0344(PF10_0224e1s3),4160,8491,8380,2680,74,220,9256,9145,5712,765,779,765,94,62,12,100,100,0,100000,100000,0,0,3584918,89,0,0,0,392,1632,100,0,0,0,8491,8380,16.61
1,3,5,,PF11_0302e1s1,4460,7996,6845,2670,75,210,8766,7615,3318,770,797,770,124,43,15,100,100,0,100000,100000,0,0,2406471,54.984,0,0,0,316,1532,100,0,0,0,7996,6845,16.61
1,4,5,,PF08_0012e1s3,4770,4141,4592,2680,76,250,4935,5386,3054,794,823,794,132,56,16,100,100,0,100000,100000,0,0,2477362,34.568,0,0,0,460,1776,100,0,0,0,4141,4592,16.61
1,5,5,,PFI0550w-e1s2,5060,14596,12073,2670,77,210,15391,12868,6471,795,822,795,130,50,15,100,100,0,100000,100000,0,0,4066294,92.662,0,0,0,316,1418,100,0,0,0,14596,12073,16.61
1,6,5,,PF08_0034,5360,43101,37969,2680,78,220,43929,38797,23677,828,865,828,157,61,18,100,100,13,100000,100000,0,0,15208425,241.605,0,0,0,392,1609,100,0,0,0,43101,37969,16.61
1,7,5,,PFA0410w-s3,5660,16512,14469,2670,79,230,17373,15330,8207,861,921,861,195,53,21,100,100,0,100000,100000,0,0,6009502,73.892,0,0,0,392,1507,100,0,0,0,16512,14469,16.61
1,8,5,,PF11_0513.2o2,5960,9197,7719,2680,80,220,10129,8651,4707,932,988,932,217,54,21,100,100,0,100000,100000,0,0,3391330,35.313,0,0,0,392,1522,100,0,0,0,9197,7719,16.61
1,9,5,,PF10_0138(PF10_0356e2s2),6260,45417,37555,2670,81,230,46441,38579,17673,1024,1103,1024,294,45,26,100,100,0,100000,100000,0,0,15122777,127.469,0,0,0,392,1679,100,0,0,0,45417,37555,16.61
1,10,5,,PF14_0463(PFC0425we1s3),6570,7825,7118,2680,82,220,8803,8096,3949,978,1056,978,301,48,28,100,100,0,100000,100000,0,0,3173771,23.389,0,0,0,392,1497,100,0,0,0,7825,7118,16.61
1,11,5,,PF14_0633e1s1,6860,11138,9237,2670,83,200,12011,10110,5308,873,910,873,156,52,17,100,100,0,100000,100000,0,0,3194903,58.974,0,0,0,316,1379,100,0,0,0,11138,9237,16.61
1,12,5,,PF14_0465.1o1,7160,11580,10140,2670,84,210,12425,10985,5624,845,875,845,140,51,16,100,100,0,100000,100000,0,0,3471357,72.214,0,0,0,316,1588,100,0,0,0,11580,10140,16.61
1,13,5,,PF11_0245-e1,7460,9169,8145,2670,85,190,9997,8973,3227,828,850,828,116,35,13,100,100,0,100000,100000,0,0,2297159,70.026,0,0,0,256,1331,100,0,0,0,9169,8145,16.61
1,14,5,,MAL8P1.139-e2s3,7760,6522,5411,2680,86,200,7373,6262,2840,851,870,851,119,45,13,100,100,0,100000,100000,0,0,1978908,45.311,0,0,0,316,1393,100,0,0,0,6522,5411,16.61
1,15,5,,PFE0570w-s3,8060,11479,9166,2670,87,200,12361,10048,5054,882,898,882,114,50,12,100,100,0,100000,100000,0,0,3175073,80.263,0,0,0,316,1532,100,0,0,0,11479,9166,16.61
1,16,5,,PF10_0356-e1,8360,11522,10238,2680,88,190,12435,11151,4296,913,952,913,173,38,18,100,100,0,100000,100000,0,0,2854620,58.954,0,0,0,256,1368,100,0,0,0,11522,10238,16.61
1,17,5,,PFL1925we1s1,8660,11455,10038,2670,89,210,12423,11006,4599,968,1022,968,218,41,21,100,100,0,100000,100000,0,0,3478039,45.798,0,0,0,316,1468,100,0,0,0,11455,10038,16.61
1,18,5,,PFI0425w.1o2,8970,6026,5737,2670,90,230,6928,6639,3609,902,965,902,205,54,21,100,99,0,100000,100000,0,0,2602565,27.678,0,0,0,392,2005,100,0,0,0,6026,5737,16.61
1,1,6,,PF11_0008(PF07_0053e1s1),3860,5777,4862,2980,91,200,6495,5580,2487,718,750,718,153,44,20,100,100,0,100000,100000,0,0,1763398,31.569,0,0,0,316,1666,100,0,0,0,5777,4862,16.61
1,2,6,,PFD0115c.2o2,4160,20482,18007,2980,92,230,21254,18779,11819,772,800,772,129,62,16,100,100,0,100000,100000,0,0,7361500,139.372,0,0,0,392,1590,100,0,0,0,20482,18007,16.61
1,3,6,,PFD0710w.1o1,4460,6746,5691,2970,93,200,7518,6463,3305,772,796,772,122,51,15,100,99,0,100000,100000,0,0,2042427,46.451,0,0,0,316,1488,100,0,0,0,6746,5691,16.61
1,4,6,,PFD1145c.2o2,4770,6228,5170,2980,94,200,7019,5961,2575,791,813,791,113,43,13,100,100,0,100000,100000,0,0,1883700,45.558,0,0,0,316,1412,100,0,0,0,6228,5170,16.61
1,5,6,,PFL0590ce1s1,5060,10778,8905,2970,95,210,11574,9701,4621,796,821,796,123,47,14,100,100,0,100000,100000,0,0,3065471,72.195,0,0,0,316,1484,100,0,0,0,10778,8905,16.61
1,6,6,,PFC0120we1s1,5360,8538,7112,2980,96,200,9345,7919,3822,807,834,807,136,48,16,100,100,0,100000,100000,0,0,2502388,52.096,0,0,0,316,1445,100,0,0,0,8538,7112,16.61
1,7,6,,PF14_0016.1o1,5660,35845,30462,2980,97,230,36723,31340,18632,878,931,878,196,59,21,100,100,0,100000,100000,0,0,12285376,155.148,0,0,0,392,1564,100,0,0,0,35845,30462,16.61
1,8,6,,PFB0345c_2o4,5960,64606,46515,2970,98,220,65535,47444,24269,929,984,929,204,51,20,100,100,58,100000,100000,0,0,18598002,227.745,0,0,0,392,1559,100,0,0,0,64606,46515,16.61
1,9,6,,PF11_0240e2s5,6260,18676,16844,2970,99,190,19629,17797,7970,953,1049,953,318,44,30,100,100,0,100000,100000,0,0,4556101,52.667,0,0,0,256,1414,100,0,0,0,18676,16844,16.61
1,10,6,,PF10_0124-e1s2,6570,8220,7278,2970,100,190,9138,8196,2897,918,975,918,215,35,22,100,100,0,100000,100000,0,0,2098262,33.586,0,0,0,256,1418,100,0,0,0,8220,7278,16.61
1,11,6,,PFL0795ce1s1,6860,7623,6563,2970,101,190,8503,7443,2809,880,925,880,211,37,22,100,100,0,100000,100000,0,0,1905371,30.891,0,0,0,256,1420,100,0,0,0,7623,6563,16.61
1,12,6,,PF08_0107e2s1,7170,10821,9003,2970,102,210,11684,9866,4873,863,894,863,149,49,16,100,100,0,100000,100000,0,0,3117705,60.215,0,0,0,316,1663,100,0,0,0,10821,9003,16.61
1,13,6,,PF07_0057.1o1,7460,7038,6201,2970,103,190,7885,7048,2560,847,868,847,124,36,14,100,100,0,100000,100000,0,0,1804368,49.839,0,0,0,256,1402,100,0,0,0,7038,6201,16.61
1,14,6,,PF14_0326e2s4,7760,8377,7678,2970,104,230,9250,8551,3973,873,908,873,159,46,17,100,100,0,100000,100000,0,0,3351865,48.069,0,0,0,392,1761,100,0,0,0,8377,7678,16.61
1,15,6,,MAL13P1.323e1s1,8070,10183,9009,2980,105,220,11111,9937,5840,928,978,928,228,58,23,100,100,0,100000,100000,0,0,3895324,39.294,0,0,0,392,1566,100,0,0,0,10183,9009,16.61
1,16,6,,MAL7P1.176-s2,8360,10558,9179,2980,106,200,11517,10138,3730,959,1052,959,307,36,29,100,100,0,100000,100000,0,0,3203460,29.596,0,0,0,316,1359,100,0,0,0,10558,9179,16.61
1,17,6,,PF11_0344,8660,27863,23706,2970,107,210,28834,24677,13644,971,1051,971,281,55,26,100,100,0,100000,100000,0,0,7797869,84.078,0,0,0,316,1576,100,0,0,0,27863,23706,16.61
1,18,6,,PF08_0141e2s1,8960,17293,14852,2970,108,210,18190,15749,8769,897,940,897,182,55,19,100,100,0,100000,100000,0,0,4976786,81.368,0,0,0,316,1852,100,0,0,0,17293,14852,16.61
1,1,7,,PFI1735ce2s1,3870,64788,46403,3280,109,230,65535,47150,23860,747,815,747,219,50,26,100,100,54,100000,100000,0,0,18482815,211.575,0,0,0,392,1889,100,0,0,0,64788,46403,16.61
1,2,7,,PF11_0506-s6,4160,13061,11258,3280,110,230,13863,12060,5848,802,863,802,196,48,22,100,100,0,100000,100000,0,0,4727545,57.128,0,0,0,392,1498,100,0,0,0,13061,11258,16.61
1,3,7,,PF14_0326e2s5,4470,5441,5362,3280,111,220,6233,6154,3302,792,832,792,154,53,18,100,100,0,100000,100000,0,0,2412175,34.558,0,0,0,392,1573,100,0,0,0,5441,5362,16.61
1,4,7,,PF14_0031e4s2,4770,9301,8158,3280,112,220,10142,8999,5032,841,889,841,174,55,19,100,100,0,100000,100000,0,0,3527718,46.609,0,0,0,392,1533,100,0,0,0,9301,8158,16.61
1,5,7,,PF10_0224(PF14_0201-e2),5070,27914,25880,3270,113,230,28785,26751,17559,871,907,871,162,65,17,100,100,0,100000,100000,0,0,10486394,159.531,0,0,0,392,1638,100,0,0,0,27914,25880,16.61
1,6,7,,PFI1425w-e2,5370,7959,6669,3280,114,200,8806,7516,3458,847,876,847,148,46,16,100,100,0,100000,100000,0,0,2375126,44.865,0,0,0,316,1473,100,0,0,0,7959,6669,16.61
1,7,7,,PFE1355ce2s1,5670,13508,11269,3280,115,220,14393,12154,6433,885,942,885,204,52,21,100,100,0,100000,100000,0,0,4764558,54.961,0,0,0,392,1549,100,0,0,0,13508,11269,16.61
1,8,7,,PF14_0495-s1,5970,15527,13290,3280,116,210,16446,14209,7336,919,969,919,197,51,20,100,100,0,100000,100000,0,0,4490198,67.208,0,0,0,316,1450,100,0,0,0,15527,13290,16.61
1,9,7,,PF14_0102e1s1,6260,56287,41261,3270,117,210,57206,42180,24733,919,979,919,239,58,24,100,100,31,100000,100000,0,0,13328775,172.389,0,0,0,316,1542,100,0,0,0,56287,41261,16.61
1,10,7,,PF10_0211e1s2,6570,14852,13523,3280,118,220,15816,14487,8633,964,1048,964,292,59,27,100,100,0,100000,100000,0,0,5678985,46.024,0,0,0,392,1603,100,0,0,0,14852,13523,16.61
1,11,7,,PFB0340ce2s1,6870,64510,48661,3280,119,240,65535,49686,22945,1025,1111,1025,304,46,27,100,100,63,100000,100000,0,0,22855350,159.786,0,0,0,460,1733,100,0,0,0,64510,48661,16.61
1,12,7,,MAL13P1.174.1o1,7170,30075,25509,3270,120,210,31047,26481,13871,972,1039,972,242,52,23,100,100,0,100000,100000,0,0,8367988,105.132,0,0,0,316,1510,100,0,0,0,30075,25509,16.61
1,13,7,,PF10_0352.1o1,7460,49584,39507,3270,121,210,50518,40441,23956,934,1005,934,247,59,24,100,100,18,100000,100000,0,0,12779506,159.66,0,0,0,316,1592,100,0,0,0,49584,39507,16.61
1,14,7,,PFI0305c.1o1,7770,9599,8342,3280,122,210,10549,9292,4000,950,1027,950,266,43,25,100,100,0,100000,100000,0,0,2936133,31.071,0,0,0,316,1557,100,0,0,0,9599,8342,16.61
1,15,7,,PF11_0037e2s1,8070,11234,9826,3280,123,200,12223,10815,5246,989,1057,989,258,48,24,100,100,0,100000,100000,0,0,3417399,37.822,0,0,0,316,1313,100,0,0,0,11234,9826,16.61
1,16,7,,PF11_0506-s1,8360,36633,32286,3270,124,270,37711,33364,11526,1078,1215,1078,413,34,33,100,100,0,100000,100000,0,0,18016336,77.843,0,0,0,540,1794,100,0,0,0,36633,32286,16.61
1,17,7,,PF10_0224e1s4,8660,29916,25855,3270,125,210,30927,26866,13474,1011,1137,1011,402,50,35,100,100,0,100000,100000,0,0,8489698,64.002,0,0,0,316,1497,100,0,0,0,29916,25855,16.61
1,18,7,,PF11_0226-s3,8960,8218,7333,3270,126,190,9120,8235,2836,902,956,902,237,34,24,100,100,0,100000,100000,0,0,2108052,30.713,0,0,0,256,1552,100,0,0,0,8218,7333,16.61
1,1,8,,PF10_0075e1s2,3870,16826,14794,3580,127,250,17583,15551,7999,757,856,757,256,51,29,100,100,0,100000,100000,0,0,7153352,57.402,0,0,0,460,2124,100,0,0,0,16826,14794,16.61
1,2,8,,PF10_0161a(PFL0275we1s2),4170,7675,6562,3580,128,230,8509,7396,3438,834,917,834,249,46,27,100,100,0,100000,100000,0,0,2899221,26.02,0,0,0,392,1498,100,0,0,0,7675,6562,16.61
1,3,8,,MAL13P1.114e3s1,4470,9529,7747,3580,129,200,10321,8539,4115,792,847,792,184,48,21,100,100,0,100000,100000,0,0,2698343,41.804,0,0,0,316,1395,100,0,0,0,9529,7747,16.61
