Block,Column,Row,Name,ID,X,F635 Median - B635,F635 Mean - B635,Y,Index,Dia.,F635 Median,F635 Mean,F635 SD,B635 Median,B635 Mean,B635,B635 SD,F635 CV,B635 CV,% > B635+1SD,% > B635+2SD,F635 % Sat.,Ratio of Medians (635/#2),Ratio of Means (635/#2),Median of Ratios (635/#2),Mean of Ratios (635/#2),F635 Total Intensity,SNR 635,Ratios SD (635/#2),Rgn Ratio (635/#2),Rgn R2 (635/#2),F Pixels,B Pixels,Circularity,Flags,Normalize,Autoflag,Sum of Medians (635/#2),Sum of Means (635/#2),Log Ratio (635/#2)
10,3,3,,PFB0310c-e1,13480,2206,2042,38060,2793,200,2905,2741,674,699,710,699,80,24,11,100,100,0,100000,100000,0,0,866149,25.388,0,0,0,316,1593,100,0,0,0,2206,2042,16.61
10,4,3,,PF10_0019.1o1,13780,1055,940,38050,2794,240,1765,1650,335,710,725,710,101,20,13,100,100,0,100000,100000,0,0,758978,9.158,0,0,0,460,2083,100,0,0,0,1055,940,16.61
10,5,3,,PF11_0395e1s4,14080,738,727,38060,2795,190,1448,1437,129,710,721,710,78,8,10,100,100,0,100000,100000,0,0,367839,9.179,0,0,0,256,1482,100,0,0,0,738,727,16.61
10,6,3,,PF14_0114.1o1,14390,766,724,38060,2796,210,1467,1425,169,701,712,701,74,11,10,100,100,0,100000,100000,0,0,450397,9.635,0,0,0,316,1726,100,0,0,0,766,724,16.61
10,7,3,,PFL1745ce2s1,14680,645,605,38050,2797,220,1348,1308,173,703,712,703,73,13,10,100,99,0,100000,100000,0,0,512807,8.164,0,0,0,392,1843,100,0,0,0,645,605,16.61
10,8,3,,PFL0440ce1s1,14980,762,726,38050,2798,200,1480,1444,173,718,730,718,98,11,13,100,100,0,100000,100000,0,0,456329,7.286,0,0,0,316,1606,100,0,0,0,762,726,16.61
10,9,3,,PFI0170we1s1,15280,879,857,38050,2799,190,1608,1586,167,729,748,729,121,10,16,100,100,0,100000,100000,0,0,406142,6.926,0,0,0,256,1499,100,0,0,0,879,857,16.61
10,10,3,,PF13_0350,15580,745,692,38050,2800,220,1479,1426,190,734,750,734,85,13,11,100,100,0,100000,100000,0,0,559088,7.953,0,0,0,392,1830,100,0,0,0,745,692,16.61
10,11,3,,PFI1735c(PFE1590w),15880,2392,2232,38050,2801,190,3124,2964,505,732,743,732,76,17,10,100,100,0,100000,100000,0,0,758884,29.224,0,0,0,256,1502,100,0,0,0,2392,2232,16.61
10,12,3,,PFL0185c-e3,16180,986,938,38050,2802,190,1719,1671,194,733,744,733,73,11,9,100,100,0,100000,100000,0,0,427744,12.699,0,0,0,256,1556,100,0,0,0,986,938,16.61
10,13,3,,PF14_0316e1s1,16480,848,794,38060,2803,180,1590,1536,218,742,753,742,74,14,9,100,100,0,100000,100000,0,0,393333,10.581,0,0,0,256,1361,100,0,0,0,848,794,16.61
10,14,3,,PFL0555ce1s1,16790,938,884,38050,2804,190,1688,1634,213,750,753,750,59,13,7,100,100,0,100000,100000,0,0,418220,14.932,0,0,0,256,1450,100,0,0,0,938,884,16.61
10,15,3,,MAL8P1.4.2o2,17080,719,706,38050,2805,180,1482,1469,125,763,768,763,71,8,9,100,100,0,100000,100000,0,0,375940,9.873,0,0,0,256,1370,100,0,0,0,719,706,16.61
10,16,3,,PFI0580c-e2,17380,758,725,38050,2806,210,1544,1511,174,786,793,786,78,11,9,100,100,0,100000,100000,0,0,477598,9.205,0,0,0,316,1611,100,0,0,0,758,725,16.61
10,17,3,,PF11_0342e1s2,17680,820,791,38050,2807,190,1616,1587,154,796,801,796,71,9,8,100,100,0,100000,100000,0,0,406387,11.07,0,0,0,256,1394,100,0,0,0,820,791,16.61
10,18,3,,PF14_0736-e2,17980,809,814,38050,2808,190,1598,1603,239,789,792,789,62,14,7,100,100,0,100000,100000,0,0,410374,13.081,0,0,0,256,1674,100,0,0,0,809,814,16.61
10,1,4,,PFE0055ce4s1,12880,651,619,38360,2809,210,1315,1283,149,664,669,664,62,11,9,100,99,0,100000,100000,0,0,405421,9.903,0,0,0,316,1946,100,0,0,0,651,619,16.61
10,2,4,,MAL7P1.203_3o8,13180,588,576,38350,2810,190,1256,1244,121,668,674,668,65,9,9,100,100,0,100000,100000,0,0,318471,8.769,0,0,0,256,1530,100,0,0,0,588,576,16.61
10,3,4,,PF10_0281.1o1,13480,660,643,38360,2811,180,1332,1315,143,672,676,672,59,10,8,100,100,0,100000,100000,0,0,336563,10.831,0,0,0,256,1404,100,0,0,0,660,643,16.61
10,4,4,,PFI1015w.1o1,13780,656,644,38360,2812,190,1342,1330,121,686,692,686,59,9,8,100,100,0,100000,100000,0,0,340506,10.814,0,0,0,256,1446,100,0,0,0,656,644,16.61
10,5,4,,PF10_0356-e2s1,14080,663,640,38360,2813,190,1351,1328,123,688,692,688,58,9,8,100,100,0,100000,100000,0,0,339868,10.966,0,0,0,256,1556,100,0,0,0,663,640,16.61
10,6,4,,PF14_0170e1s4,14390,629,607,38360,2814,180,1315,1293,156,686,689,686,57,12,8,99,99,0,100000,100000,0,0,330885,10.596,0,0,0,256,1402,100,0,0,0,629,607,16.61
10,7,4,,PF11_0240e2s2,14680,665,632,38360,2815,200,1356,1323,167,691,697,691,61,12,8,100,100,0,100000,100000,0,0,417954,10.262,0,0,0,316,1556,100,0,0,0,665,632,16.61
10,8,4,,PFB0250w.1o1,14990,627,611,38350,2816,190,1326,1310,114,699,705,699,62,8,8,100,100,0,100000,100000,0,0,335324,9.758,0,0,0,256,1502,100,0,0,0,627,611,16.61
10,9,4,,PFL0470we1s1,15290,716,688,38350,2817,190,1433,1405,148,717,725,717,72,10,9,100,100,0,100000,100000,0,0,359576,9.444,0,0,0,256,1506,100,0,0,0,716,688,16.61
10,10,4,,MAL13P1.234-e1s3,15580,981,926,38350,2818,210,1715,1660,217,734,751,734,89,13,11,100,100,0,100000,100000,0,0,524587,10.213,0,0,0,316,1673,100,0,0,0,981,926,16.61
10,11,4,,MAL13P1.234-e1s4,15890,822,771,38360,2819,200,1554,1503,202,732,743,732,79,13,10,100,100,0,100000,100000,0,0,474824,9.62,0,0,0,316,1613,100,0,0,0,822,771,16.61
10,12,4,,PF11_0404e2s3,16180,693,664,38360,2820,180,1424,1395,154,731,739,731,70,11,9,100,100,0,100000,100000,0,0,357051,9.371,0,0,0,256,1376,100,0,0,0,693,664,16.61
10,13,4,,PFC0440ce1s3,16490,789,735,38360,2821,230,1539,1485,207,750,764,750,82,13,10,100,100,0,100000,100000,0,0,581973,8.793,0,0,0,392,1883,100,0,0,0,789,735,16.61
10,14,4,,PFC0130ce1s1,16790,755,702,38350,2822,220,1515,1462,208,760,770,760,75,14,9,100,99,0,100000,100000,0,0,573260,9.227,0,0,0,392,1757,100,0,0,0,755,702,16.61
10,15,4,,PF14_0620-e1,17080,749,703,38360,2823,180,1507,1461,178,758,764,758,70,12,9,100,100,0,100000,100000,0,0,373973,9.957,0,0,0,256,1319,100,0,0,0,749,703,16.61
10,16,4,,PF07_0016-s1,17390,762,706,38350,2824,220,1540,1484,208,778,789,778,82,14,10,100,100,0,100000,100000,0,0,581684,8.476,0,0,0,392,1668,100,0,0,0,762,706,16.61
10,17,4,,PF08_0137e2s2,17680,1494,1326,38350,2825,220,2283,2115,513,789,796,789,74,24,9,100,100,0,100000,100000,0,0,829045,17.824,0,0,0,392,1670,100,0,0,0,1494,1326,16.61
10,18,4,,MAL7P1.176-s2,17980,2807,2761,38350,2826,190,3592,3546,477,785,788,785,64,13,8,100,100,0,100000,100000,0,0,907855,43.094,0,0,0,256,1590,100,0,0,0,2807,2761,16.61
10,1,5,,PF10_0079-s3,12880,460,443,38660,2827,190,1110,1093,108,650,654,650,55,9,8,100,100,0,100000,100000,0,0,279809,7.982,0,0,0,256,1622,100,0,0,0,460,443,16.61
10,2,5,,PF14_0344(PF10_0224e1s3),13180,596,575,38660,2828,190,1256,1235,120,660,663,660,58,9,8,100,100,0,100000,100000,0,0,316044,9.862,0,0,0,256,1552,100,0,0,0,596,575,16.61
10,3,5,,PF11_0302e1s1,13490,531,511,38660,2829,200,1199,1179,136,668,671,668,55,11,8,100,100,0,100000,100000,0,0,372644,9.236,0,0,0,316,1616,100,0,0,0,531,511,16.61
10,4,5,,PF08_0012e1s3,13780,470,447,38660,2830,200,1150,1127,129,680,687,680,57,11,8,99,99,0,100000,100000,0,0,356211,7.719,0,0,0,316,1565,100,0,0,0,470,447,16.61
10,5,5,,PFI0550w-e1s2,14080,686,655,38660,2831,190,1369,1338,142,683,688,683,59,10,8,100,100,0,100000,100000,0,0,342406,11.017,0,0,0,256,1504,100,0,0,0,686,655,16.61
10,6,5,,PF08_0034,14390,1049,981,38660,2832,190,1735,1667,226,686,690,686,61,13,8,100,100,0,100000,100000,0,0,426828,16.016,0,0,0,256,1530,100,0,0,0,1049,981,16.61
10,7,5,,PFA0410w-s3,14690,568,540,38650,2833,210,1261,1233,144,693,697,693,62,11,8,100,100,0,100000,100000,0,0,389621,8.645,0,0,0,316,1654,100,0,0,0,568,540,16.61
10,8,5,,PF11_0513.2o2,14990,672,618,38660,2834,200,1367,1313,188,695,698,695,59,14,8,100,99,0,100000,100000,0,0,414867,10.424,0,0,0,316,1589,100,0,0,0,672,618,16.61
10,9,5,,PF10_0138(PF10_0356e2s2),15280,911,883,38660,2835,190,1614,1586,151,703,706,703,59,9,8,100,100,0,100000,100000,0,0,406081,14.915,0,0,0,256,1506,100,0,0,0,911,883,16.61
10,10,5,,PF14_0463(PFC0425we1s3),15580,542,514,38660,2836,180,1254,1226,128,712,721,712,71,10,9,100,99,0,100000,100000,0,0,313780,7.113,0,0,0,256,1424,100,0,0,0,542,514,16.61
10,11,5,,PF14_0633e1s1,15890,768,687,38660,2837,200,1482,1401,227,714,717,714,57,16,7,100,99,0,100000,100000,0,0,442700,12,0,0,0,316,1608,100,0,0,0,768,687,16.61
10,12,5,,PF14_0465.1o1,16180,753,716,38650,2838,190,1474,1437,164,721,725,721,62,11,8,100,100,0,100000,100000,0,0,367882,11.484,0,0,0,256,1451,100,0,0,0,753,716,16.61
10,13,5,,PF11_0245-e1,16490,661,650,38660,2839,190,1399,1388,122,738,744,738,68,8,9,100,100,0,100000,100000,0,0,355260,9.471,0,0,0,256,1476,100,0,0,0,661,650,16.61
10,14,5,,MAL8P1.139-e2s3,16790,712,688,38660,2840,190,1459,1435,150,747,750,747,62,10,8,100,100,0,100000,100000,0,0,367390,11.048,0,0,0,256,1476,100,0,0,0,712,688,16.61
10,15,5,,PFE0570w-s3,17090,675,626,38650,2841,200,1423,1374,190,748,753,748,63,13,8,100,99,0,100000,100000,0,0,434239,9.857,0,0,0,316,1610,100,0,0,0,675,626,16.61
10,16,5,,PF10_0356-e1,17390,709,664,38650,2842,200,1464,1419,175,755,760,755,66,12,8,100,100,0,100000,100000,0,0,448376,9.985,0,0,0,316,1536,100,0,0,0,709,664,16.61
10,17,5,,PFL1925we1s1,17690,752,699,38650,2843,210,1515,1462,200,763,767,763,65,13,8,100,100,0,100000,100000,0,0,462089,10.692,0,0,0,316,1627,100,0,0,0,752,699,16.61
10,18,5,,PFI0425w.1o2,17990,699,658,38650,2844,200,1474,1433,191,775,777,775,59,13,7,100,99,0,100000,100000,0,0,452848,11.119,0,0,0,316,1824,100,0,0,0,699,658,16.61
10,1,6,,PF11_0008(PF07_0053e1s1),12890,539,509,38960,2845,200,1195,1165,139,656,662,656,60,11,9,100,100,0,100000,100000,0,0,368210,8.383,0,0,0,316,1746,100,0,0,0,539,509,16.61
10,2,6,,PFD0115c.2o2,13180,719,689,38960,2846,190,1380,1350,153,661,665,661,56,11,8,100,100,0,100000,100000,0,0,345631,12.232,0,0,0,256,1480,100,0,0,0,719,689,16.61
10,3,6,,PFD0710w.1o1,13490,607,585,38960,2847,190,1273,1251,133,666,671,666,58,10,8,100,100,0,100000,100000,0,0,320215,10,0,0,0,256,1504,100,0,0,0,607,585,16.61
10,4,6,,PFD1145c.2o2,13790,597,575,38960,2848,210,1278,1256,130,681,687,681,61,10,8,100,100,0,100000,100000,0,0,396824,9.328,0,0,0,316,1660,100,0,0,0,597,575,16.61
10,5,6,,PFL0590ce1s1,14080,573,527,38960,2849,200,1250,1204,181,677,681,677,54,15,7,100,99,0,100000,100000,0,0,380453,9.685,0,0,0,316,1616,100,0,0,0,573,527,16.61
10,6,6,,PFC0120we1s1,14390,604,584,38960,2850,190,1279,1259,136,675,679,675,57,10,8,100,100,0,100000,100000,0,0,322243,10.175,0,0,0,256,1506,100,0,0,0,604,584,16.61
10,7,6,,PF14_0016.1o1,14690,987,919,38960,2851,200,1675,1607,226,688,693,688,64,14,9,100,100,0,100000,100000,0,0,507745,14.281,0,0,0,316,1582,100,0,0,0,987,919,16.61
10,8,6,,PFB0345c_2o4,14990,2235,1968,38960,2852,200,2929,2662,681,694,695,694,58,25,8,100,100,0,100000,100000,0,0,841243,33.914,0,0,0,316,1558,100,0,0,0,2235,1968,16.61
10,9,6,,PF11_0240e2s5,15290,911,880,38960,2853,180,1610,1579,210,699,701,699,56,13,7,100,100,0,100000,100000,0,0,404347,15.679,0,0,0,256,1404,100,0,0,0,911,880,16.61
10,10,6,,PF10_0124-e1s2,15590,657,611,38960,2854,200,1360,1314,175,703,705,703,53,13,7,100,100,0,100000,100000,0,0,415159,11.491,0,0,0,316,1596,100,0,0,0,657,611,16.61
10,11,6,,PFL0795ce1s1,15880,664,644,38960,2855,190,1379,1359,121,715,718,715,60,8,8,100,100,0,100000,100000,0,0,347857,10.683,0,0,0,256,1376,100,0,0,0,664,644,16.61
10,12,6,,PF08_0107e2s1,16180,697,645,38960,2856,220,1432,1380,189,735,743,735,70,13,9,100,100,0,100000,100000,0,0,541041,9.1,0,0,0,392,1867,100,0,0,0,697,645,16.61
10,13,6,,PF07_0057.1o1,16490,649,632,38950,2857,190,1392,1375,135,743,753,743,73,9,9,100,100,0,100000,100000,0,0,352040,8.521,0,0,0,256,1521,100,0,0,0,649,632,16.61
10,14,6,,PF14_0326e2s4,16790,735,721,38960,2858,190,1479,1465,140,744,749,744,61,9,8,100,100,0,100000,100000,0,0,375095,11.738,0,0,0,256,1536,100,0,0,0,735,721,16.61
10,15,6,,MAL13P1.323e1s1,17090,716,686,38960,2859,190,1463,1433,148,747,751,747,60,10,7,100,100,0,100000,100000,0,0,366918,11.367,0,0,0,256,1510,100,0,0,0,716,686,16.61
10,16,6,,MAL7P1.176-s2,17380,745,721,38960,2860,190,1500,1476,130,755,762,755,68,8,8,100,100,0,100000,100000,0,0,377785,10.5,0,0,0,256,1504,100,0,0,0,745,721,16.61
10,17,6,,PF11_0344,17690,1061,1026,38960,2861,190,1823,1788,223,762,765,762,65,12,8,100,100,0,100000,100000,0,0,457640,15.738,0,0,0,256,1552,100,0,0,0,1061,1026,16.61
10,18,6,,PF08_0141e2s1,17990,884,840,38960,2862,190,1656,1612,204,772,775,772,58,12,7,100,100,0,100000,100000,0,0,412689,14.431,0,0,0,256,1670,100,0,0,0,884,840,16.61
10,1,7,,PFI1735ce2s1,12890,1708,1491,39260,2863,220,2371,2154,582,663,671,663,65,27,9,100,100,0,100000,100000,0,0,844271,22.815,0,0,0,392,2004,100,0,0,0,1708,1491,16.61
10,2,7,,PF11_0506-s6,13190,595,559,39260,2864,200,1260,1224,169,665,672,665,62,13,9,99,99,0,100000,100000,0,0,386884,8.903,0,0,0,316,1584,100,0,0,0,595,559,16.61
10,3,7,,PF14_0326e2s5,13490,565,553,39260,2865,190,1232,1220,111,667,673,667,62,9,9,100,100,0,100000,100000,0,0,312322,8.823,0,0,0,256,1530,100,0,0,0,565,553,16.61
10,4,7,,PF14_0031e4s2,13790,616,610,39260,2866,190,1308,1302,117,692,700,692,72,8,10,100,100,0,100000,100000,0,0,333386,8.361,0,0,0,256,1484,100,0,0,0,616,610,16.61
10,5,7,,PF10_0224(PF14_0201-e2),14090,933,898,39260,2867,190,1612,1577,202,679,683,679,58,12,8,100,100,0,100000,100000,0,0,403641,15.414,0,0,0,256,1510,100,0,0,0,933,898,16.61
10,6,7,,PFI1425w-e2,14390,595,570,39260,2868,190,1274,1249,127,679,680,679,56,10,8,100,100,0,100000,100000,0,0,319626,10.161,0,0,0,256,1510,100,0,0,0,595,570,16.61
10,7,7,,PFE1355ce2s1,14690,686,656,39260,2869,210,1374,1344,168,688,692,688,61,12,8,100,100,0,100000,100000,0,0,424830,10.689,0,0,0,316,1651,100,0,0,0,686,656,16.61
10,8,7,,PF14_0495-s1,14990,649,605,39260,2870,200,1344,1300,190,695,698,695,63,14,9,100,100,0,100000,100000,0,0,410807,9.556,0,0,0,316,1582,100,0,0,0,649,605,16.61
10,9,7,,PF14_0102e1s1,15290,1194,1104,39260,2871,180,1894,1804,310,700,705,700,64,17,9,100,100,0,100000,100000,0,0,461862,17.172,0,0,0,256,1380,100,0,0,0,1194,1104,16.61
10,10,7,,PF10_0211e1s2,15590,946,860,39260,2872,200,1657,1571,297,711,720,711,72,18,10,100,99,0,100000,100000,0,0,496417,11.819,0,0,0,316,1582,100,0,0,0,946,860,16.61
10,11,7,,PFB0340ce2s1,15890,2756,2427,39260,2873,200,3492,3163,766,736,747,736,78,24,10,100,100,0,100000,100000,0,0,999530,30.974,0,0,0,316,1602,100,0,0,0,2756,2427,16.61
10,12,7,,MAL13P1.174.1o1,16190,1198,1149,39260,2874,180,1952,1903,274,754,766,754,81,14,10,100,100,0,100000,100000,0,0,487130,14.037,0,0,0,256,1375,100,0,0,0,1198,1149,16.61
10,13,7,,PF10_0352.1o1,16490,1159,1109,39270,2875,190,1919,1869,245,760,772,760,81,13,10,100,100,0,100000,100000,0,0,478436,13.543,0,0,0,256,1504,100,0,0,0,1159,1109,16.61
10,14,7,,PFI0305c.1o1,16780,709,677,39260,2876,190,1474,1442,145,765,774,765,75,10,9,100,100,0,100000,100000,0,0,369147,8.907,0,0,0,256,1534,100,0,0,0,709,677,16.61
10,15,7,,PF11_0037e2s1,17090,690,668,39260,2877,180,1453,1431,150,763,771,763,71,10,9,100,100,0,100000,100000,0,0,366287,9.296,0,0,0,256,1402,100,0,0,0,690,668,16.61
10,16,7,,PF11_0506-s1,17380,921,883,39260,2878,210,1694,1656,172,773,781,773,76,10,9,100,100,0,100000,100000,0,0,523351,11.513,0,0,0,316,1710,100,0,0,0,921,883,16.61
10,17,7,,PF10_0224e1s4,17690,899,861,39260,2879,180,1667,1629,184,768,772,768,67,11,8,100,100,0,100000,100000,0,0,416935,12.791,0,0,0,256,1406,100,0,0,0,899,861,16.61
10,18,7,,PF11_0226-s3,17980,728,694,39260,2880,180,1496,1462,168,768,769,768,56,11,7,100,100,0,100000,100000,0,0,374200,12.375,0,0,0,256,1526,100,0,0,0,728,694,16.61
10,1,8,,PF10_0075e1s2,12890,640,621,39560,2881,210,1302,1283,140,662,669,662,66,10,9,100,100,0,100000,100000,0,0,405468,9.303,0,0,0,316,1843,100,0,0,0,640,621,16.61
10,2,8,,PF10_0161a(PFL0275we1s2),13190,587,556,39560,2882,180,1246,1215,129,659,663,659,59,10,8,100,100,0,100000,100000,0,0,311046,9.356,0,0,0,256,1424,100,0,0,0,587,556,16.61
10,3,8,,MAL13P1.114e3s1,13490,557,532,39570,2883,180,1222,1197,136,665,672,665,65,11,9,100,100,0,100000,100000,0,0,306514,8.077,0,0,0,256,1448,100,0,0,0,557,532,16.61
10,4,8,,PFL1880we1s1,13790,760,728,39560,2884,210,1450,1418,157,690,702,690,78,11,11,100,100,0,100000,100000,0,0,448191,9.179,0,0,0,316,1740,100,0,0,0,760,728,16.61
10,5,8,,PFD0380c(PFL1385ce1s1),14090,658,636,39560,2885,190,1338,1316,128,680,686,680,63,9,9,100,100,0,100000,100000,0,0,336988,10,0,0,0,256,1506,100,0,0,0,658,636,16.61
10,6,8,,MAL8P1.23-s1,14390,580,545,39560,2886,180,1258,1223,133,678,684,678,66,10,9,100,100,0,100000,100000,0,0,313128,8.167,0,0,0,256,1404,100,0,0,0,580,545,16.61
10,7,8,,PF14_0461-s1,14690,681,656,39560,2887,210,1376,1351,132,695,710,695,82,9,11,100,100,0,100000,100000,0,0,427065,7.817,0,0,0,316,1705,100,0,0,0,681,656,16.61
10,8,8,,PFA0535ce1s2,14990,621,595,39570,2888,210,1320,1294,139,699,712,699,81,10,11,100,100,0,100000,100000,0,0,408800,7.185,0,0,0,316,1678,100,0,0,0,621,595,16.61
10,9,8,,PFD1037w,15290,824,793,39560,2889,200,1532,1501,152,708,723,708,88,10,12,100,100,0,100000,100000,0,0,474324,8.841,0,0,0,316,1590,100,0,0,0,824,793,16.61
10,10,8,,PF07_0020-e1s2,15590,780,745,39570,2890,210,1501,1466,153,721,736,721,84,10,11,100,100,0,100000,100000,0,0,463358,8.69,0,0,0,316,1670,100,0,0,0,780,745,16.61
10,11,8,,PF14_0699e2s1,15890,690,665,39570,2891,200,1432,1407,140,742,760,742,92,9,12,100,99,0,100000,100000,0,0,444716,7.033,0,0,0,316,1583,100,0,0,0,690,665,16.61
10,12,8,,PF07_0048e2s1,16190,744,753,39560,2892,190,1508,1517,97,764,786,764,105,6,13,100,100,0,100000,100000,0,0,388339,6.962,0,0,0,256,1504,100,0,0,0,744,753,16.61
10,13,8,,PFI1475w-s2,16490,3008,2836,39560,2893,200,3800,3628,916,792,808,792,101,25,12,100,100,0,100000,100000,0,0,1146438,27.921,0,0,0,316,1620,100,0,0,0,3008,2836,16.61
10,14,8,,PF14_0649-e2s1,16790,876,874,39560,2894,190,1679,1677,137,803,821,803,98,8,11,100,100,0,100000,100000,0,0,429436,8.735,0,0,0,256,1484,100,0,0,0,876,874,16.61
10,15,8,,PF10_0166.1o1,17090,822,793,39560,2895,200,1625,1596,152,803,818,803,91,9,11,100,100,0,100000,100000,0,0,504335,8.549,0,0,0,316,1611,100,0,0,0,822,793,16.61
10,16,8,,PFL0745c.1o1,17390,769,731,39560,2896,200,1563,1525,158,794,807,794,86,10,10,100,100,0,100000,100000,0,0,481742,8.349,0,0,0,316,1553,100,0,0,0,769,731,16.61
10,17,8,,PF10_0024.2o2,17690,759,711,39560,2897,200,1540,1492,195,781,790,781,76,13,9,100,100,0,100000,100000,0,0,471382,9.237,0,0,0,316,1588,100,0,0,0,759,711,16.61
10,18,8,,PFL1610c_1o4,17990,878,826,39560,2898,200,1656,1604,233,778,780,778,58,14,7,100,100,0,100000,100000,0,0,506961,14.207,0,0,0,316,1796,100,0,0,0,878,826,16.61
10,1,9,,MAL13P1.176e1s1,12890,721,655,39870,2899,220,1388,1322,215,667,677,667,70,16,10,100,99,0,100000,100000,0,0,518050,9.214,0,0,0,392,2069,100,0,0,0,721,655,16.61
10,2,9,,PFI0460w,13190,1088,1065,39870,2900,190,1751,1728,232,663,669,663,63,13,9,100,100,0,100000,100000,0,0,442409,16.81,0,0,0,256,1472,100,0,0,0,1088,1065,16.61
10,3,9,,MAL7P1.224.2o2,13490,503,493,39870,2901,190,1164,1154,108,661,665,661,58,9,8,100,100,0,100000,100000,0,0,295305,8.431,0,0,0,256,1510,100,0,0,0,503,493,16.61
10,4,9,,PFL2120we1s2,13790,601,572,39870,2902,200,1287,1258,121,686,698,686,78,9,11,100,100,0,100000,100000,0,0,397441,7.179,0,0,0,316,1558,100,0,0,0,601,572,16.61
10,5,9,,PFI0105c_2o3,14090,567,553,39870,2903,210,1253,1239,125,686,690,686,64,10,9,100,100,0,100000,100000,0,0,391373,8.578,0,0,0,316,1668,100,0,0,0,567,553,16.61
10,6,9,,PF10_0092-e3,14390,532,510,39860,2904,200,1211,1189,132,679,684,679,62,11,9,100,99,0,100000,100000,0,0,375569,8.145,0,0,0,316,1619,100,0,0,0,532,510,16.61
10,7,9,,PF10_0161e1s1,14690,652,638,39870,2905,190,1348,1334,120,696,710,696,81,8,11,100,100,0,100000,100000,0,0,341379,7.704,0,0,0,256,1448,100,0,0,0,652,638,16.61
10,8,9,,PFC0910w.1o1,14990,598,586,39870,2906,190,1286,1274,110,688,696,688,70,8,10,100,100,0,100000,100000,0,0,326064,8.257,0,0,0,256,1484,100,0,0,0,598,586,16.61
10,9,9,,PF07_0004e2s1,15290,625,611,39860,2907,190,1305,1291,132,680,689,680,71,10,10,100,100,0,100000,100000,0,0,330383,8.479,0,0,0,256,1510,100,0,0,0,625,611,16.61
10,10,9,,PF10_0041e1s2,15590,726,711,39870,2908,190,1428,1413,127,702,709,702,70,8,9,100,100,0,100000,100000,0,0,361833,10.057,0,0,0,256,1434,100,0,0,0,726,711,16.61
10,11,9,,PFD0995ce2s1,15880,704,659,39870,2909,200,1420,1375,187,716,726,716,68,13,9,100,100,0,100000,100000,0,0,434469,9.544,0,0,0,316,1564,100,0,0,0,704,659,16.61
10,12,9,,PFD1120c.1o1,16190,734,691,39870,2910,180,1456,1413,168,722,736,722,83,11,11,100,100,0,100000,100000,0,0,361661,8.157,0,0,0,256,1446,100,0,0,0,734,691,16.61
10,13,9,,PF08_0034e1s1,16490,606,575,39870,2911,210,1374,1343,144,768,787,768,97,10,12,100,99,0,100000,100000,0,0,424511,5.732,0,0,0,316,1677,100,0,0,0,606,575,16.61
10,14,9,,PF10_0214-e2,16790,776,775,39860,2912,190,1577,1576,103,801,822,801,105,6,12,100,100,0,100000,100000,0,0,403537,7.181,0,0,0,256,1458,100,0,0,0,776,775,16.61
10,15,9,,PF14_0444(PF14_0445.1o2),17090,595,573,39870,2913,200,1399,1377,129,804,821,804,98,9,11,99,99,0,100000,100000,0,0,434990,5.673,0,0,0,316,1624,100,0,0,0,595,573,16.61
10,16,9,,PFB1045w,17390,742,722,39870,2914,200,1558,1538,130,816,834,816,105,8,12,100,100,0,100000,100000,0,0,486099,6.705,0,0,0,316,1582,100,0,0,0,742,722,16.61
10,17,9,,MAL13P1.250.2o2,17690,652,650,39860,2915,180,1464,1462,90,812,839,812,112,6,13,100,100,0,100000,100000,0,0,374163,5.563,0,0,0,256,1356,100,0,0,0,652,650,16.61
10,18,9,,PFI0580c.2o2,17990,701,664,39870,2916,200,1486,1449,172,785,794,785,78,11,9,100,99,0,100000,100000,0,0,457879,8.397,0,0,0,316,1803,100,0,0,0,701,664,16.61
10,1,10,,PFD0595w.1o1,12880,493,491,40170,2917,210,1163,1161,99,670,689,670,85,8,12,100,100,0,100000,100000,0,0,366774,5.553,0,0,0,316,1809,100,0,0,0,493,491,16.61
10,2,10,,PF08_0024.1o1,13190,542,529,40170,2918,200,1222,1209,110,680,691,680,77,9,11,100,100,0,100000,100000,0,0,381930,6.727,0,0,0,316,1580,100,0,0,0,542,529,16.61
10,3,10,,PF07_0026.1o1,13490,622,614,40170,2919,190,1289,1281,118,667,676,667,72,9,10,100,100,0,100000,100000,0,0,327840,8.403,0,0,0,256,1484,100,0,0,0,622,614,16.61
10,4,10,,PF08_0054,13790,698,687,40160,2920,210,1385,1374,116,687,700,687,83,8,11,100,100,0,100000,100000,0,0,434261,8.12,0,0,0,316,1622,100,0,0,0,698,687,16.61
10,5,10,,PF14_0456e2s2,14090,624,606,40170,2921,210,1305,1287,136,681,691,681,71,10,10,100,100,0,100000,100000,0,0,406832,8.394,0,0,0,316,1645,100,0,0,0,624,606,16.61
10,6,10,,PFA0510we1s3,14390,664,640,40160,2922,180,1342,1318,131,678,683,678,61,9,8,100,100,0,100000,100000,0,0,337445,10.41,0,0,0,256,1371,100,0,0,0,664,640,16.61
10,7,10,,PFD1180w.2o2,14690,566,537,40170,2923,220,1264,1235,144,698,705,698,69,11,9,100,100,0,100000,100000,0,0,484070,7.681,0,0,0,392,1770,100,0,0,0,566,537,16.61
10,8,10,,MAL13P1.234-e1s1,14990,902,868,40170,2924,210,1591,1557,182,689,699,689,69,11,9,100,100,0,100000,100000,0,0,491968,12.435,0,0,0,316,1679,100,0,0,0,902,868,16.61
